custom_xmltv_id,uhf_pk,category,name,target_xmltv_id,target_name,target_country,target_guide_sites,source_epg_channel_id,logo_url
uhf:1314,1314,French Sports,FR-SP:Sport En France,FR:SportenFrance.fr,Sport en France,FR,chaines-tv.orange.fr;tv.post.lu;tv.sfr.fr,SportEnFrance.fr,https://cms123456.com/assets/uploads/files/17825-telechargement-1-.png
uhf:704,704,French-HD,BFM Asace,FR:BFMAlsace.fr,BFM Alsace,FR,tv.sfr.fr,,
uhf:710,710,French-HD,BFM Marseille,FR:BFMMarseille.fr,BFM Marseille,FR,chaines-tv.orange.fr;tv.sfr.fr,,
uhf:708,708,French-HD,BFM Normandie,FR:BFMNormandie.fr,BFM Normandie,FR,tv.sfr.fr,,
uhf:849,849,French-HD,FR- Canal+ Box office,FR:CanalPlusBoxOffice.fr,Canal+ Box Office,FR,chaines-tv.orange.fr;guidetnt.com;tv.sfr.fr,,https://cms123456.com/assets/uploads/files/89f02-images-2-.png
uhf:870,870,French-HD,FR-13eme_Rue,FR:13emeRue.fr,13eme Rue,FR,chaines-tv.orange.fr;guidetnt.com;mon-programme-tv.be;pickx.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,13Rue.fr,https://cms123456.com/assets/uploads/files/ca63d-telechargement.jpeg
uhf:832,832,French-HD,FR-6TER,FR:6ter.fr,6ter,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv-programme.telecablesat.fr;tv.post.lu;tv.sfr.fr;tvcesoir.fr,6ter.fr,https://cms123456.com/assets/uploads/files/16c82-32589-6ter.png
uhf:922,922,French-HD,FR-A+,FR:APlus.fr,A+,FR,chaines-tv.orange.fr;programme-tv.net;tv.sfr.fr,APlus.fr,https://cms123456.com/assets/uploads/files/1c812-telechargement-8-.png
uhf:867,867,French-HD,FR-AB1,FR:AB1.fr,AB1,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.post.lu;tv.sfr.fr;tvcesoir.fr,AB1.fr,https://cms123456.com/assets/uploads/files/2dc54-1200px-logo_ab1_2011.svg.png
uhf:822,822,French-HD,FR-BFM LILLE,FR:BFMGrandLittoral.fr,BFM Grand Littoral,FR,tv.sfr.fr,BFMGrandLittoral.fr,https://cms123456.com/assets/uploads/files/1baf0-bfm-grand-lille.png
uhf:823,823,French-HD,FR-BFM LITTORAL,FR:BFMGrandLittoral.fr,BFM Grand Littoral,FR,tv.sfr.fr,BFMGrandLittoral.fr,https://cms123456.com/assets/uploads/files/8aa45-telechargement-3-.jpeg
uhf:821,821,French-HD,FR-BFM LYON,FR:BFMLyon.fr,BFM Lyon,FR,chaines-tv.orange.fr;programme-tv.net;tv-programme.telecablesat.fr;tv.sfr.fr,BFMLyon.fr,https://cms123456.com/assets/uploads/files/cef96-unnamed-8-.jpg
uhf:937,937,French-HD,FR-Boomerang,FR:Boomerang.fr,Boomerang,FR,chaines-tv.orange.fr;mon-programme-tv.be;pickx.be;programme-tv.net;startimestv.com;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,Boomerang.fr,https://cms123456.com/assets/uploads/files/f3408-boomerang_tv_logo.png
uhf:853,853,French-HD,FR-Canal+Family,FR:CanalPlusFamily.fr,Canal+ Family,FR,tv-programme.telecablesat.fr,,https://cms123456.com/assets/uploads/files/6d1f5-57d9f-canal-family.png
uhf:863,863,French-HD,FR-Cine+Festival,FR:CinePlusFestival.fr,Cine+ Festival,FR,chaines-tv.orange.fr;guidetnt.com;tv.sfr.fr,OCSPulp.fr,https://cms123456.com/assets/uploads/files/b0ba4-1024px-ocs_city.svg.png
uhf:862,862,French-HD,FR-Cine+OCS,FR:CinePlusOCS.fr,Cine+ OCS,FR,chaines-tv.orange.fr;guidetnt.com;pickx.be;tv.sfr.fr,OCSMax.fr,https://cms123456.com/assets/uploads/files/1e7c9-94b19-ocs-max.png
uhf:898,898,French-HD,FR-Discovery,FR:DiscoveryChannel.fr,Discovery Channel,FR,chaines-tv.orange.fr;guidetnt.com;pickx.be;programme-tv.net;telenet.tv;tv-programme.telecablesat.fr;tv.blue.ch;tv.post.lu;tv.sfr.fr;tvcesoir.fr,Discovery.fr,https://cms123456.com/assets/uploads/files/19786-discoveryfrance_logosite_noir.png
uhf:897,897,French-HD,FR-Discovery_Science,FR:DiscoveryChannel.fr,Discovery Channel,FR,chaines-tv.orange.fr;guidetnt.com;pickx.be;programme-tv.net;telenet.tv;tv-programme.telecablesat.fr;tv.blue.ch;tv.post.lu;tv.sfr.fr;tvcesoir.fr,DiscoveryScience.fr,https://cms123456.com/assets/uploads/files/3e27b-logo_science_marine_for_wp.png
uhf:874,874,French-HD,FR-E!,FR:E.fr,E!,FR,chaines-tv.orange.fr;guidetnt.com;mon-programme-tv.be;nostv.pt;pickx.be;programme-tv.net;tv-programme.telecablesat.fr;tv.post.lu;tv.sfr.fr;vodafone.pt,E!Entertainment.fr,https://cms123456.com/assets/uploads/files/8e1e8-unnamed-4-.jpg
uhf:923,923,French-HD,FR-Gong,FR:Gong.fr,Gong,FR,tvcesoir.fr,Gong.fr,https://cms123456.com/assets/uploads/files/812f3-unnamed-14-.jpg
uhf:924,924,French-HD,FR-Gong Max,FR:GongMax.fr,Gong Max,FR,tvcesoir.fr,GongMax.fr,https://cms123456.com/assets/uploads/files/eb250-gong_max_logo-1.png
uhf:920,920,French-HD,FR-MENS UP TV,FR:MensUPTV.fr,Men's UP TV,FR,chaines-tv.orange.fr;tv-programme.telecablesat.fr;tv.sfr.fr;tvcesoir.fr,,https://cms123456.com/assets/uploads/files/9aee0-unnamed-11-.jpg
uhf:914,914,French-HD,FR-MuSEUM,FR:MuseumTVFrench.fr,Museum TV French,FR,chaines-tv.orange.fr;pickx.be;tv.sfr.fr,Museum.fr,https://cms123456.com/assets/uploads/files/01a56-telechargement-7-.png
uhf:896,896,French-HD,FR-National Geographic,FR:NationalGeographic.fr,National Geographic,FR,chaines-tv.orange.fr;guidetnt.com;mon-programme-tv.be;pickx.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tvcesoir.fr,NationalGeographic.fr,https://cms123456.com/assets/uploads/files/1593f-2560px-national_geographic_channel.svg.png
uhf:888,888,French-HD,FR-Science_Vie,FR:ScienceVieTV.fr,Science & Vie TV,FR,chaines-tv.orange.fr;guidetnt.com;mon-programme-tv.be;pickx.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,ScienceVie.fr,https://cms123456.com/assets/uploads/files/6086a-ab936-science_et_vie_tv_fr.png
uhf:873,873,French-HD,FR-Syfy,FR:Syfy.fr,Syfy,FR,chaines-tv.orange.fr;guidetnt.com;mon-programme-tv.be;pickx.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,Syfy.fr,https://cms123456.com/assets/uploads/files/26b97-unnamed-3-.jpg
uhf:825,825,French-HD,FR-TV5_Monde,FR:TV5Monde.fr,TV5 Monde,FR,tvcesoir.fr,TV5.ca,https://cms123456.com/assets/uploads/files/0f839-unnamed-7-.jpg
uhf:918,918,French-HD,FR-Top Sante TV,FR:TopSanteTV.fr,Top Sante TV,FR,chaines-tv.orange.fr;tv.sfr.fr,FRBD26000031Q,https://cms123456.com/assets/uploads/files/e3ec3-top-sante-tv.png
uhf:917,917,French-HD,FR-WARNER TV,FR:WarnerTV.fr,Warner TV,FR,chaines-tv.orange.fr;guidetnt.com;mon-programme-tv.be;programme-tv.net;startimestv.com;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr,Warnertv.fr,https://cms123456.com/assets/uploads/files/5d7d2-warner2018la.png
uhf:907,907,French-HD,FR-trek,FR:Trek.fr,Trek,FR,guidetnt.com;pickx.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.post.lu;tv.sfr.fr;tvcesoir.fr,Trek.fr,https://cms123456.com/assets/uploads/files/ed6bf-images-3-.png
uhf:899,899,French-HD,Fr-Discovery-Investigation,FR:DiscoveryChannel.fr,Discovery Channel,FR,chaines-tv.orange.fr;guidetnt.com;pickx.be;programme-tv.net;telenet.tv;tv-programme.telecablesat.fr;tv.blue.ch;tv.post.lu;tv.sfr.fr;tvcesoir.fr,DiscoveryInvestigation.fr,https://cms123456.com/assets/uploads/files/ea1f3-discovery-investigation.png
uhf:901,901,French-HD,Fr-novo 19,FR:NOVO19.fr,NOVO19,FR,tv.sfr.fr,,https://cms123456.com/assets/uploads/files/9a9ff-telechargement-2-.png
uhf:900,900,French-HD,fr-Crime District,FR:CrimeDistrict.fr,Crime District,FR,chaines-tv.orange.fr;guidetnt.com;pickx.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.post.lu;tv.sfr.fr;tvcesoir.fr,CrimeDistrict.fr,https://cms123456.com/assets/uploads/files/0f650-1200px-crime_district_logo_2016.svg.png
uhf:1707,1707,UK,Channel 4,UK:Channel4.uk,Channel 4,UK,entertainment.ie;freeview.co.uk;mytelly.co.uk;player.ee.co.uk;sky.com;tv.blue.ch;tv24.co.uk;tvireland.ie,,
uhf:1650,1650,UK,UK- 5 Select ,UK:5SELECT.uk,5SELECT,UK,freeview.co.uk;mytelly.co.uk;player.ee.co.uk;sky.com;tv.blue.ch;tv24.co.uk;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/16822-skytwo.png
uhf:1690,1690,UK,UK-5 Star,UK:5STAR.uk,5STAR,UK,freeview.co.uk;mytelly.co.uk;player.ee.co.uk;sky.com;tv.blue.ch;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/d4d05-fox_crime_global.png
uhf:1688,1688,UK,UK-Animal Planet,UK:AnimalPlanet.uk,Animal Planet,UK,entertainment.ie;m.tv.sms.cz;mytelly.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/3c8a1-animal_planet_us_hd.png
uhf:1649,1649,UK,UK-BBC Scotland,UK:BBCScotland.uk,BBC Scotland,UK,freeview.co.uk;mytelly.co.uk;sky.com;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/7f6c4-200px-bbc_scotland_corporate_logo.svg.png
uhf:1672,1672,UK,UK-Baby TV,UK:BabyTV.uk,BabyTV,UK,bein.com;digiturk.com.tr;dsmart.com.tr;m.tv.sms.cz;melita.com;meo.pt;meuguia.tv;mi.tv;mujtvprogram.cz;musor.tv;mytelly.co.uk;nostv.pt;pickx.be;programacion-tv.elpais.com;programetv.ro;programme-tv.net;programtv.onet.pl;reportv.com.ar;sky.com;startimestv.com;superguidatv.it;telenet.tv;turksatkablo.com.tr;tv.dir.bg;tv.mail.ru;tv2go.t-2.net;tvireland.ie;tvplus.com.tr;virgintvgo.virginmedia.com;vodafone.pt;web.magentatv.de;webtv.delta.nl;zap.co.ao;ziggogo.tv,,https://cms123456.com/assets/uploads/files/4e46d-baby_tv_uk_hd.png
uhf:1673,1673,UK,UK-Boomerang,UK:Boomerang.uk,Boomerang,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/109ab-boomerang_global_hd.png
uhf:1675,1675,UK,UK-CARTOON NETWORK,UK:CartoonNetwork.uk,Cartoon Network,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,
uhf:1699,1699,UK,UK-CBBC,UK:CBBC.uk,CBBC,UK,entertainment.ie;freeview.co.uk;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tv.blue.ch;tv24.co.uk;tvireland.ie;virgintvgo.virginmedia.com;webtv.delta.nl,,https://cms123456.com/assets/uploads/files/817bc-cbbc_2016_logo.svg.png
uhf:1674,1674,UK,UK-Cartoonito,UK:Cartoonito.uk,Cartoonito,UK,dsmart.com.tr;mytelly.co.uk;pickx.be;player.ee.co.uk;sky.com;tvireland.ie;tvplus.com.tr;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/47a77-cartoonito_us.png
uhf:1705,1705,UK,UK-Channel 5,UK:Channel5.uk,Channel 5,UK,entertainment.ie;freeview.co.uk;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tv.blue.ch;tv24.co.uk;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/29192-channel_5_-uk-_2016.svg.png
uhf:1692,1692,UK,UK-Comedy Central,UK:ComedyCentral.uk,Comedy Central,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/4f395-comedy_central_us_hd.png
uhf:1682,1682,UK,UK-Discovery Channel,UK:DiscoveryChannel.uk,Discovery Channel,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie,,https://cms123456.com/assets/uploads/files/7b073-discovery_global_us_hd.png
uhf:1683,1683,UK,UK-Discovery History,UK:DiscoveryHistory.uk,Discovery History,UK,entertainment.ie;mytelly.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/59e37-discovery_history.png
uhf:1686,1686,UK,UK-Discovery Investigation,UK:DiscoveryChannel.uk,Discovery Channel,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie,,https://cms123456.com/assets/uploads/files/51d84-investigation_discovery_us-1-.png
uhf:1684,1684,UK,UK-Discovery Science,UK:DiscoveryChannel.uk,Discovery Channel,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie,,https://cms123456.com/assets/uploads/files/45a1b-discovery_science_global_hd.png
uhf:1685,1685,UK,UK-Discovery Turbo,UK:DiscoveryTurbo.uk,Discovery Turbo,UK,entertainment.ie;mytelly.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/eeb65-discovery_turbo_us.png
uhf:1676,1676,UK,UK-Disney Channel,UK:DisneyChannelEMEA.uk,Disney Channel EMEA,UK,melita.com,,https://cms123456.com/assets/uploads/files/de0f2-disney_channel_global_hd.png
uhf:1677,1677,UK,UK-Disney Junior,UK:DisneyJuniorScandinavia.uk,Disney Junior Scandinavia,UK,teliatv.ee;tv.nu,,https://cms123456.com/assets/uploads/files/a27cf-5686b-339_medium.png
uhf:1702,1702,UK,UK-ITV 1,UK:ITV1.uk,ITV1,UK,freeview.co.uk;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tv.blue.ch,,https://cms123456.com/assets/uploads/files/0d3f7-itv_uk_hd.png
uhf:1700,1700,UK,UK-ITV 2,UK:ITV2.uk,ITV2,UK,entertainment.ie;freeview.co.uk;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tv.blue.ch;tv24.co.uk;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/71230-itv_uk_2_hd.png
uhf:1661,1661,UK,UK-ITV 3,UK:ITV3.uk,ITV3,UK,entertainment.ie;freeview.co.uk;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tv.blue.ch;tv24.co.uk;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/4ebc9-sky_de_cinema_hd.png
uhf:1679,1679,UK,UK-Nickelodeon,UK:Nickelodeon.uk,Nickelodeon,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/84670-nickelodeon_us.png
uhf:1680,1680,UK,UK-Nicktoons,UK:Nicktoons.uk,Nicktoons,UK,entertainment.ie;player.ee.co.uk;sky.com;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/a1a09-nick_toons_us.png
uhf:1651,1651,UK,UK-SKY NEWS,UK:SkyNews.uk,Sky News,UK,chaines-tv.orange.fr;freeview.co.uk;guidatv.sky.it;i.mjh.nz;melita.com;mytelly.co.uk;neo.io;nowplayer.now.com;player.ee.co.uk;pluto.tv;sky.com;starhubtvplus.com;tv.sfr.fr;tv24.co.uk;tv24.se;tvireland.ie;virgintvgo.virginmedia.com;xumo.tv,,
uhf:1709,1709,UK,UK-Sky Arts,UK:SkyArts.uk,Sky Arts,UK,entertainment.ie;freeview.co.uk;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tv24.co.uk;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/87c1b-sky_arts_2020.png
uhf:1653,1653,UK,UK-Sky Atlantic,UK:SkyAtlantic.uk,Sky Atlantic,UK,entertainment.ie;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie,,https://cms123456.com/assets/uploads/files/9c9a5-sky_uk_atlantic_ie.png
uhf:1654,1654,UK,UK-Sky Cinema Action,UK:SkyCinemaAction.uk,Sky Cinema Action,UK,entertainment.ie;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/b87a9-sky_de_cinema_action.png
uhf:1655,1655,UK,UK-Sky Cinema Comedy,UK:SkyCinemaComedy.uk,Sky Cinema Comedy,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/c68e6-sky_it_cinema_comedy_hd.png
uhf:1656,1656,UK,UK-Sky Cinema Drama,UK:SkyCinemaDrama.uk,Sky Cinema Drama,UK,entertainment.ie;m.tv.sms.cz;mytelly.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/efc12-sky_uk_cinema_drama_romance.png
uhf:1657,1657,UK,UK-Sky Cinema Family,UK:SkyCinemaFamily.uk,Sky Cinema Family,UK,m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/22690-sky_de_cinema_family_hd.png
uhf:1663,1663,UK,UK-Sky Cinema Greats,UK:SkyCinemaGreats.uk,Sky Cinema Greats,UK,entertainment.ie;m.tv.sms.cz;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/12d5b-sky_uk_cinema_greats.png
uhf:1658,1658,UK,UK-Sky Cinema Premiere,UK:SkyCinemaPremiere.uk,Sky Cinema Premiere,UK,entertainment.ie;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/4f0f0-sky_uk_cinema_premiere.png
uhf:1659,1659,UK,UK-Sky Cinema Sci Fi & Horror,UK:SkyCinemaSciFiHorror.uk,Sky Cinema Sci-Fi Horror,UK,m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/eb08a-sky_uk_cinema_scifi_horror.png
uhf:1660,1660,UK,UK-Sky Cinema Select,UK:SkyCinemaSelect.uk,Sky Cinema Select,UK,m.tv.sms.cz;sky.com;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/be247-sky_uk_cinema_select.png
uhf:1662,1662,UK,UK-Sky Cinema Thriller,UK:SkyCinemaThriller.uk,Sky Cinema Thriller,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/eb519-sky_uk_cinema_crime_thriller.png
uhf:1687,1687,UK,UK-Sky Crime,UK:SkyCrime.uk,Sky Crime,UK,entertainment.ie;m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/26b78-crime_investigation_us-1-.png
uhf:1664,1664,UK,UK-Sky Sports F1,UK:SkySportsF1.uk,Sky Sports F1,UK,mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/88cf6-sky_it_sport_f1_hd.png
uhf:1665,1665,UK,UK-Sky Sports News,UK:SkySportsNews.uk,Sky Sports News,UK,m.tv.sms.cz;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,https://cms123456.com/assets/uploads/files/aeb09-sky_uk_sports_news_hq.png
uhf:1708,1708,UK,Uk- Sky Sports Premier League,UK:SkySportsPremierLeague.uk,Sky Sports Premier League,UK,entertainment.ie;mytelly.co.uk;player.ee.co.uk;sky.com;tvireland.ie;virgintvgo.virginmedia.com,,
uhf:1786,1786,USA,US-Russia Today USA,US:USATODAY.us,USA TODAY,US,i.mjh.nz;plex.tv,,https://cms123456.com/assets/uploads/files/35c1f-russia-today-logo.svg.png
uhf:1760,1760,USA,USA- UFC Fight Pass,US:Fight.us,Fight,US,cubmu.com,,
uhf:1719,1719,USA,USA-Fox-Sports-1,US:FoxSports1.us,Fox Sports 1,US,tvguide.com,,https://cms123456.com/assets/uploads/files/ccc10-fox-sports-1-logo__onecolumn.gif
uhf:1720,1720,USA,USA-Fox-Sports-2,US:FoxSports2.us,Fox Sports 2,US,tvguide.com,,https://cms123456.com/assets/uploads/files/703db-acevvvedo-foxnews.jpg
