uhf_pk,category,name,original_name,source_epg_channel_id,source_country,target_xmltv_id,target_name,target_country,target_guide_sites,match_method,confidence,review,notes,logo_url
1901,Canada,Canada- Love Nature,Canada- Love Nature,,CA,CA:LoveNature.ca,Love Nature,CA,dsmart.com.tr;i.mjh.nz;m.tv.sms.cz;mncvision.id;mujtvprogram.cz;musor.tv;mysky.com.ph;mytvsuper.com;nowplayer.now.com;ontvtonight.com;playtv.unifi.com.my;plex.tv;pluto.tv;programetv.ro;singtel.com;turksatkablo.com.tr;tv.blue.ch;tv.dir.bg;tv.mail.ru;tv.movistar.com.pe;tv.nu;tvgids.nl;tvhebdo.com;tvpassport.com;tvplus.com.tr;tvtv.us;visionplus.id;xumo.tv;ziggogo.tv,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1864,Canada,Canada- METEO QC,Canada- METEO QC,,CA,CA:MeteoMedia.ca,MeteoMedia,CA,tvhebdo.com,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1930,Canada,Canada- MOI et CIE (FR),Canada- MOI et CIE (FR),,CA,CA:MoietCie.ca,Moi et Cie,CA,tvhebdo.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1862,Canada,Canada- MOVIE TIME 1 Ca,Canada- MOVIE TIME 1 Ca,,CA,CA:MovieTime.ca,MovieTime,CA,ontvtonight.com;tvhebdo.com;tvpassport.com,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1903,Canada,Canada- MTV,Canada- MTV,,CA,CA:MAtv.ca,MAtv,CA,tvhebdo.com,fuzzy_name_review,0.857,review,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1919,Canada,Canada- Makeful,Canada- Makeful,,CA,CA:Makeful.ca,Makeful,CA,ontvtonight.com;tvpassport.com;tvtv.us,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1929,Canada,Canada- Musique Plus (FR),Canada- Musique Plus (FR),,CA,,,,,unmapped,0.696,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1861,Canada,Canada- NAT GEO WILD Ca,Canada- NAT GEO WILD Ca,,CA,CA:WildTV.ca,Wild TV,CA,distro.tv;m.tv.sms.cz;tv.nu;tvhebdo.com;tvpassport.com,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1860,Canada,Canada- NATIONAL GEOGRAPHIC Ca,Canada- NATIONAL GEOGRAPHIC Ca,,CA,CA:NationalGeographic.ca,National Geographic,CA,tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1812,Canada,Canada- NTV News HD CA,Canada- NTV News HD CA,,CA,CA:CTVNewsChannel.ca,CTV News Channel,CA,i.mjh.nz;tvhebdo.com;tvpassport.com,fuzzy_name_review,0.875,review,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1859,Canada,Canada- OLN Ca,Canada- OLN Ca,,CA,CA:OLN.ca,OLN,CA,tvhebdo.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1858,Canada,Canada- OMNI 2 HD Ca,Canada- OMNI 2 HD Ca,,CA,,,,,unmapped,0.462,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1857,Canada,Canada- OWN HD Ca,Canada- OWN HD Ca,,CA,,,,,unmapped,0.667,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1856,Canada,Canada- PEACHTREE Ca,Canada- PEACHTREE Ca,,CA,,,,,unmapped,0.526,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1855,Canada,Canada- PRISE 2 QC,Canada- PRISE 2 QC,,CA,CA:Prise2.ca,Prise 2,CA,ontvtonight.com;tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1811,Canada,Canada- Peachtree HD CA,Canada- Peachtree HD CA,,CA,,,,,unmapped,0.526,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1854,Canada,Canada- RDI QC,Canada- RDI QC,,CA,,,,,unmapped,0.667,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1853,Canada,Canada- RDS 2 QC,Canada- RDS 2 QC,,CA,CA:RDS2.ca,RDS 2,CA,tvhebdo.com;tvpassport.com,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1852,Canada,Canada- RDS INFO QC,Canada- RDS INFO QC,,CA,CA:RDSInfo.ca,RDS Info,CA,ontvtonight.com;tvhebdo.com;tvpassport.com,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1810,Canada,Canada- RDS Info CA-FR,Canada- RDS Info CA-FR,,CA,CA:RDSInfo.ca,RDS Info,CA,ontvtonight.com;tvhebdo.com;tvpassport.com,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1851,Canada,Canada- RDS QC,Canada- RDS QC,,CA,CA:RDS.ca,RDS,CA,tvhebdo.com;tvpassport.com,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1850,Canada,Canada- SERIES  QC,Canada- SERIES  QC,,CA,CA:SeriesPlus.ca,Series Plus,CA,ontvtonight.com;tvhebdo.com,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1849,Canada,Canada- SLICE Ca,Canada- SLICE Ca,,CA,CA:Slice.ca,Slice,CA,ontvtonight.com;tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1847,Canada,Canada- SUPER CHANNEL 1 Ca,Canada- SUPER CHANNEL 1 Ca,,CA,,,,,unmapped,0.706,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1846,Canada,Canada- SUPER CHANNEL 2 Ca,Canada- SUPER CHANNEL 2 Ca,,CA,,,,,unmapped,0.706,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1845,Canada,Canada- SUPER CHANNEL 4 Ca,Canada- SUPER CHANNEL 4 Ca,,CA,,,,,unmapped,0.706,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1868,Canada,Canada- Shopping,Canada- Shopping,,CA,,,,,unmapped,0.533,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1809,Canada,Canada- Slice HD CA,Canada- Slice HD CA,,CA,CA:Slice.ca,Slice,CA,ontvtonight.com;tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1932,Canada,Canada- Sports Net 360 FHD,Canada- Sports Net 360 FHD,,CA,CA:Sportsnet360.ca,Sportsnet 360,CA,tvhebdo.com;tvpassport.com;watch.sportsnet.ca,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1936,Canada,Canada- Sports Net East HD,Canada- Sports Net East HD,,CA,CA:Sportsnet.ca,Sportsnet,CA,ontvtonight.com;tvhebdo.com;tvpassport.com;tvtv.us;watch.sportsnet.ca,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1933,Canada,Canada- Sports Net One HD,Canada- Sports Net One HD,,CA,CA:SportsnetOne.ca,Sportsnet One,CA,ontvtonight.com;tvhebdo.com;tvpassport.com;tvtv.us;watch.sportsnet.ca,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1935,Canada,Canada- Sports Net Ontario HD,Canada- Sports Net Ontario HD,,CA,CA:Sportsnet.ca,Sportsnet,CA,ontvtonight.com;tvhebdo.com;tvpassport.com;tvtv.us;watch.sportsnet.ca,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1808,Canada,Canada- Sports Net Pacific HD CA,Canada- Sports Net Pacific HD CA,,CA,CA:Sportsnet.ca,Sportsnet,CA,ontvtonight.com;tvhebdo.com;tvpassport.com;tvtv.us;watch.sportsnet.ca,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1934,Canada,Canada- Sports Net World HD,Canada- Sports Net World HD,,CA,CA:SportsnetWorld.ca,Sportsnet World,CA,tvhebdo.com;tvpassport.com;tvtv.us;watch.sportsnet.ca,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1793,Canada,Canada- Super Ecran 1 (FR),Canada- Super Ecran 1 (FR),,CA,CA:SuperEcran1.ca,Super Ecran 1,CA,tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1922,Canada,Canada- Super Ecran 2 (FR),Canada- Super Ecran 2 (FR),,CA,CA:SuperEcran2.ca,Super Ecran 2,CA,ontvtonight.com;tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1923,Canada,Canada- Super Ecran 3 (FR),Canada- Super Ecran 3 (FR),,CA,CA:SuperEcran3.ca,Super Ecran 3,CA,tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1924,Canada,Canada- Super Ecran 4 (FR),Canada- Super Ecran 4 (FR),,CA,CA:SuperEcran4.ca,Super Ecran 4,CA,tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1844,Canada,Canada- TELE QUEBEC QC,Canada- TELE QUEBEC QC,,CA,,,,,unmapped,0.762,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1806,Canada,Canada- TLC HD CA,Canada- TLC HD CA,,CA,,,,,unmapped,0.667,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1843,Canada,Canada- TMN 2 HD Ca,Canada- TMN 2 HD Ca,,CA,,,,,unmapped,0.667,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1892,Canada,Canada- TRAVEL ESCAPE,Canada- TRAVEL ESCAPE,,CA,,,,,unmapped,0.606,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1842,Canada,Canada- TREEHOUSE Ca,Canada- TREEHOUSE Ca,,CA,CA:TreehouseTV.ca,Treehouse TV,CA,ontvtonight.com;tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1805,Canada,Canada- TSN 1 HD CA,Canada- TSN 1 HD CA,,CA,CA:TSN1.ca,TSN1,CA,epg.iptvx.one;tvhebdo.com;tvpassport.com;tvtv.us,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1804,Canada,Canada- TSN 2 HD CA,Canada- TSN 2 HD CA,,CA,CA:TSN2.ca,TSN2,CA,epg.iptvx.one;tvhebdo.com;tvpassport.com;tvtv.us,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1803,Canada,Canada- TSN 3 HD CA,Canada- TSN 3 HD CA,,CA,CA:TSN3.ca,TSN3,CA,epg.iptvx.one;tvhebdo.com;tvpassport.com;tvtv.us,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1802,Canada,Canada- TSN 4 HD CA,Canada- TSN 4 HD CA,,CA,CA:TSN4.ca,TSN4,CA,epg.iptvx.one;tvhebdo.com;tvpassport.com;tvtv.us,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1801,Canada,Canada- TSN 5 HD CA,Canada- TSN 5 HD CA,,CA,CA:TSN5.ca,TSN5,CA,epg.iptvx.one;tvhebdo.com;tvpassport.com;tvtv.us,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1841,Canada,Canada- TURNER CLASSIC MOVIES Ca,Canada- TURNER CLASSIC MOVIES Ca,,CA,,,,,unmapped,0.581,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1840,Canada,Canada- TV5 QUEBEC QC,Canada- TV5 QUEBEC QC,,CA,CA:TV5QuebecCanada.ca,TV5 Quebec Canada,CA,ontvtonight.com;tvhebdo.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1928,Canada,Canada- TVA Montreal (CFTM),Canada- TVA Montreal (CFTM),,CA,,,,,unmapped,0.571,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1839,Canada,Canada- TVA SPORTS QC,Canada- TVA SPORTS QC,,CA,CA:TVASports.ca,TVA Sports,CA,tvhebdo.com;tvpassport.com,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1891,Canada,Canada- TVO,Canada- TVO,,CA,,,,,unmapped,0.667,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1925,Canada,Canada- Teletoon (FR),Canada- Teletoon (FR),,CA,CA:TeletoonFrench.ca,Teletoon French,CA,tvhebdo.com,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1796,Canada,Canada- Teletoon Eng,Canada- Teletoon Eng,,CA,,,,,unmapped,0.815,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1931,Canada,Canada- Unis_TV_(FR),Canada- Unis_TV_(FR),,CA,CA:Unis.ca,Unis,CA,tvhebdo.com,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1838,Canada,Canada- VISION TV Ca,Canada- VISION TV Ca,,CA,CA:SaltPlusLightTelevision.ca,Salt + Light Television,CA,ontvtonight.com;tvhebdo.com,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1837,Canada,Canada- VRAK TV QC,Canada- VRAK TV QC,,CA,CA:Vrak.ca,Vrak,CA,tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1897,Canada,Canada- W_NETWORK,Canada- W_NETWORK,,CA,CA:WNetwork.ca,W Network,CA,ontvtonight.com;tvhebdo.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1895,Canada,Canada- Wild TV,Canada- Wild TV,,CA,CA:WildTV.ca,Wild TV,CA,distro.tv;m.tv.sms.cz;tv.nu;tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1836,Canada,Canada- YES Ca,Canada- YES Ca,,CA,,,,,unmapped,0.500,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1800,Canada,Canada- YES TV HD CA,Canada- YES TV HD CA,,CA,,,,,unmapped,0.500,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1889,Canada,Canada- YOOPA (FR),Canada- YOOPA (FR),,CA,CA:Yoopa.ca,Yoopa,CA,ontvtonight.com;tvhebdo.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1888,Canada,Canada- YTV,Canada- YTV,,CA,CA:YTV.ca,YTV,CA,ontvtonight.com;tvhebdo.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1835,Canada,Canada- Z TELE QC,Canada- Z TELE QC,,CA,,,,,unmapped,0.714,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1834,Canada,Canada- ZESTE QC,Canada- ZESTE QC,,CA,CA:Zeste.ca,Zeste,CA,ontvtonight.com;tvhebdo.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1832,Canada,Canada- beIN Sports HD CA,Canada- beIN Sports HD CA,,CA,,,,,unmapped,0.783,unmapped,manual alias target not in target guide metadata: CA:beINSportsCanada.ca,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1927,Canada,Canada- crave 2,Canada- crave 2,,CA,CA:Crave1.ca,Crave 1,CA,tvhebdo.com,fuzzy_name_review,0.857,review,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1848,Canada,Canada- crave1,Canada- crave1,,CA,CA:Crave1.ca,Crave 1,CA,tvhebdo.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1938,Canada,Canada-CBC CALGARY HD,Canada-CBC CALGARY HD,,CA,,,,,unmapped,0.421,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1799,Canada,Canada-Daystar,Canada-Daystar,,CA,,,,,unmapped,0.615,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1939,Canada,Canada-Family jr,Canada-Family jr,,CA,CA:FamilyJr.ca,Family Jr,CA,tvhebdo.com;tvpassport.com,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/007bf-thumbnail_canada.jpg
1807,Canada,Sportsnet (Ontario),Canada- Sports Net West HD CA,CA:Sportsnet.ca,CA,CA:Sportsnet.ca,Sportsnet,CA,ontvtonight.com;tvhebdo.com;tvpassport.com;tvtv.us;watch.sportsnet.ca,manual_alias,1.000,ok,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Logo_Sportsnet_2011.svg/960px-Logo_Sportsnet_2011.svg.png
1220,French Sports,CANAL+FOOT,FR-SP:Canal+ Foot v2,FR:CanalPlusFoot.fr,FR,FR:CanalPlusFoot.fr,Canal+ Foot,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,manual_alias,1.000,ok,,https://upload.wikimedia.org/wikipedia/commons/e/eb/Canal%2BFoot.png
1390,French Sports,Dazn betclic Elite 1,Dazn betclic Elite 1,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1381,French Sports,Dazn betclic Elite 10,Dazn betclic Elite 10,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1389,French Sports,Dazn betclic Elite 2,Dazn betclic Elite 2,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1388,French Sports,Dazn betclic Elite 3,Dazn betclic Elite 3,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1387,French Sports,Dazn betclic Elite 4,Dazn betclic Elite 4,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1386,French Sports,Dazn betclic Elite 5,Dazn betclic Elite 5,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1385,French Sports,Dazn betclic Elite 6,Dazn betclic Elite 6,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1384,French Sports,Dazn betclic Elite 7,Dazn betclic Elite 7,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1383,French Sports,Dazn betclic Elite 8,Dazn betclic Elite 8,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1382,French Sports,Dazn betclic Elite 9,Dazn betclic Elite 9,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1235,French Sports,FR- Canal+live 1,FR- Canal+live 1,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1244,French Sports,FR- Canal+live 10,FR- Canal+live 10,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1245,French Sports,FR- Canal+live 11,FR- Canal+live 11,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1246,French Sports,FR- Canal+live 12,FR- Canal+live 12,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1247,French Sports,FR- Canal+live 13,FR- Canal+live 13,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1248,French Sports,FR- Canal+live 14,FR- Canal+live 14,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1249,French Sports,FR- Canal+live 15,FR- Canal+live 15,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1250,French Sports,FR- Canal+live 16,FR- Canal+live 16,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1251,French Sports,FR- Canal+live 17,FR- Canal+live 17,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1252,French Sports,FR- Canal+live 18,FR- Canal+live 18,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1253,French Sports,FR- Canal+live 19,FR- Canal+live 19,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1236,French Sports,FR- Canal+live 2,FR- Canal+live 2,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1237,French Sports,FR- Canal+live 3,FR- Canal+live 3,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1238,French Sports,FR- Canal+live 4,FR- Canal+live 4,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1239,French Sports,FR- Canal+live 5,FR- Canal+live 5,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1240,French Sports,FR- Canal+live 6,FR- Canal+live 6,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1241,French Sports,FR- Canal+live 7,FR- Canal+live 7,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1242,French Sports,FR- Canal+live 8,FR- Canal+live 8,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1243,French Sports,FR- Canal+live 9,FR- Canal+live 9,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1280,French Sports,FR-DAZN 2,FR-DAZN 2,,FR,,,,,unmapped,0.571,unmapped,no reliable match in target-country guide channel set,
1281,French Sports,FR-Dazn 3,FR-Dazn 3,,FR,,,,,unmapped,0.571,unmapped,no reliable match in target-country guide channel set,
1312,French Sports,FR-SP:AutoMoto,FR-SP:AutoMoto,Automoto.fr,FR,FR:Automotolachaine.fr,Automoto la chaine,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;mon-programme-tv.be;pickx.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.post.lu;tv.sfr.fr;tvcesoir.fr,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/46fce-logo_automoto_2018.jpg
1254,French Sports,FR-SP:Bein-Sports-1FR,FR-SP:Bein-Sports-1FR,,FR,,,,,unmapped,0.643,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1255,French Sports,FR-SP:Bein-Sports-1FR V2,FR-SP:Bein-Sports-1FR V2,beINSport1.fr,FR,,,,,unmapped,0.600,unmapped,source EPG id present but no target-country guide channel: beINSport1.fr,https://cms123456.com/assets/uploads/files/95342-415a6-unnamed.jpg
1256,French Sports,FR-SP:Bein-Sports-2FR,FR-SP:Bein-Sports-2FR,beINSport2.fr,FR,,,,,unmapped,0.643,unmapped,source EPG id present but no target-country guide channel: beINSport2.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1257,French Sports,FR-SP:Bein-Sports-3FR,FR-SP:Bein-Sports-3FR,beINSport3.fr,FR,,,,,unmapped,0.643,unmapped,source EPG id present but no target-country guide channel: beINSport3.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1264,French Sports,FR-SP:Bein-Sports-max-10,FR-SP:Bein-Sports-max-10,BeInSportMax10.fr,FR,,,,,unmapped,0.000,unmapped,source EPG id present but no target-country guide channel: BeInSportMax10.fr,https://cms123456.com/assets/uploads/files/3067c-415a6-unnamed.jpg
1258,French Sports,FR-SP:Bein-Sports-max-4,FR-SP:Bein-Sports-max-4,BeInSportMax4.fr,FR,,,,,unmapped,0.000,unmapped,source EPG id present but no target-country guide channel: BeInSportMax4.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1259,French Sports,FR-SP:Bein-Sports-max-5,FR-SP:Bein-Sports-max-5,BeInSportMax5.fr,FR,,,,,unmapped,0.000,unmapped,source EPG id present but no target-country guide channel: BeInSportMax5.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
