uhf_pk,category,name,original_name,source_epg_channel_id,source_country,target_xmltv_id,target_name,target_country,target_guide_sites,match_method,confidence,review,notes,logo_url
1260,French Sports,FR-SP:Bein-Sports-max-6,FR-SP:Bein-Sports-max-6,BeInSportMax6.fr,FR,,,,,unmapped,0.000,unmapped,source EPG id present but no target-country guide channel: BeInSportMax6.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1261,French Sports,FR-SP:Bein-Sports-max-7,FR-SP:Bein-Sports-max-7,BeInSportMax7.fr,FR,,,,,unmapped,0.000,unmapped,source EPG id present but no target-country guide channel: BeInSportMax7.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1262,French Sports,FR-SP:Bein-Sports-max-8,FR-SP:Bein-Sports-max-8,BeInSportMax8.fr,FR,,,,,unmapped,0.000,unmapped,source EPG id present but no target-country guide channel: BeInSportMax8.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1263,French Sports,FR-SP:Bein-Sports-max-9,FR-SP:Bein-Sports-max-9,BeInSportMax9.fr,FR,,,,,unmapped,0.000,unmapped,source EPG id present but no target-country guide channel: BeInSportMax9.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1234,French Sports,FR-SP:CANAL+ premier league,FR-SP:CANAL+ premier league,,FR,FR:CanalPlusPremierLeague.fr,Canal+ Premier League,FR,canalplus.com;programme-tv.net;tv.blue.ch,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/2a127-canal-plus-logo-vignette.jpg
1219,French Sports,FR-SP:Canal+ Foot,FR-SP:Canal+ Foot,,FR,FR:CanalPlusFoot.fr,Canal+ Foot,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/8d939-telechargement.png
1229,French Sports,FR-SP:Canal+ SPORTS FHD 1,FR-SP:Canal+ SPORTS FHD 1,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1230,French Sports,FR-SP:Canal+ SPORTS FHD 2,FR-SP:Canal+ SPORTS FHD 2,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1231,French Sports,FR-SP:Canal+ SPORTS FHD 3,FR-SP:Canal+ SPORTS FHD 3,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1232,French Sports,FR-SP:Canal+ SPORTS FHD 4,FR-SP:Canal+ SPORTS FHD 4,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1233,French Sports,FR-SP:Canal+ SPORTS FHD 5,FR-SP:Canal+ SPORTS FHD 5,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1224,French Sports,FR-SP:Canal+ Sport 1,FR-SP:Canal+ Sport 1,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1225,French Sports,FR-SP:Canal+ Sport 2,FR-SP:Canal+ Sport 2,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1226,French Sports,FR-SP:Canal+ Sport 3,FR-SP:Canal+ Sport 3,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1221,French Sports,FR-SP:Canal+ Sport 360,FR-SP:Canal+ Sport 360,,FR,FR:CanalPlusSport360.fr,Canal+ Sport 360,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/a391b-canal-sport_360.png
1222,French Sports,FR-SP:Canal+ Sport 360 v2,FR-SP:Canal+ Sport 360 v2,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/1083a-a391b-canal-sport_360.png
1227,French Sports,FR-SP:Canal+ Sport 4,FR-SP:Canal+ Sport 4,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1228,French Sports,FR-SP:Canal+ Sport 5,FR-SP:Canal+ Sport 5,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1223,French Sports,FR-SP:Canal+Sport,FR-SP:Canal+Sport,CANALplusSPORT.fr,FR,FR:CanalPlusSport360.fr,Canal+ Sport 360,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/2a127-canal-plus-logo-vignette.jpg
1287,French Sports,FR-SP:Dazn 1,FR-SP:Dazn 1,,FR,,,,,unmapped,0.500,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/2bf1d-img_1840.jpeg
1332,French Sports,FR-SP:EQUIDIA,FR-SP:EQUIDIA,EquidiaLive.fr,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,1.000,ok,source EPG id present but no target-country guide channel: EquidiaLive.fr,https://cms123456.com/assets/uploads/files/1a339-equidia.png
1316,French Sports,FR-SP:ES1,FR-SP:ES1,,FR,,,,,unmapped,0.500,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/5baf0-unnamed-10-.jpg
1318,French Sports,FR-SP:EUROSPORT 1,FR-SP:EUROSPORT 1,Eurosport1.fr,FR,FR:Eurosport1.fr,Eurosport 1,FR,canalplus.com;epg.iptvx.one;gatotv.com;guida.tv;guidetnt.com;horizon.tv;m.tv.sms.cz;melita.com;meo.pt;mon-programme-tv.be;mujtvprogram.cz;musor.tv;mytelly.co.uk;nostv.pt;novasports.gr;orangetv.orange.es;pickx.be;programacion-tv.elpais.com;programetv.ro;programme-tv.net;programtv.onet.pl;superguidatv.it;teliatv.ee;turksatkablo.com.tr;tv-programme.telecablesat.fr;tv.blue.ch;tv.dir.bg;tv.lv;tv.magenta.at;tv.mail.ru;tv.nu;tv.post.lu;tv.sfr.fr;tv24.se;tv2go.t-2.net;tvcesoir.fr;tvgids.nl;tvheute.at;tvireland.ie;tvmusor.hu;tvplus.com.tr;tvprofil.com;virgintvgo.virginmedia.com;vodafone.pt;web.magentatv.de;webtv.delta.nl;ziggogo.tv,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/37b5f-236176-24642541-2560-1440.jpg
1319,French Sports,FR-SP:EUROSPORT 2,FR-SP:EUROSPORT 2,Eurosport2.fr,FR,FR:Eurosport2.fr,Eurosport 2,FR,canalplus.com;epg.iptvx.one;gatotv.com;guida.tv;guidetnt.com;horizon.tv;m.tv.sms.cz;melita.com;meo.pt;mon-programme-tv.be;mujtvprogram.cz;musor.tv;mytelly.co.uk;nostv.pt;novasports.gr;orangetv.orange.es;pickx.be;programacion-tv.elpais.com;programetv.ro;programme-tv.net;programtv.onet.pl;superguidatv.it;teliatv.ee;turksatkablo.com.tr;tv-programme.telecablesat.fr;tv.blue.ch;tv.dir.bg;tv.lv;tv.mail.ru;tv.nu;tv.post.lu;tv.sfr.fr;tv24.se;tv2go.t-2.net;tvcesoir.fr;tvgids.nl;tvireland.ie;tvmusor.hu;tvplus.com.tr;tvprofil.com;virgintvgo.virginmedia.com;vodafone.pt;web.magentatv.de;webtv.delta.nl;ziggogo.tv,manual_alias,1.000,ok,,https://cms123456.com/assets/uploads/files/37b5f-236176-24642541-2560-1440.jpg
1320,French Sports,FR-SP:EUROSPORT 3,FR-SP:EUROSPORT 3,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1327,French Sports,FR-SP:EUROSPORT 360°,FR-SP:EUROSPORT 360°,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1321,French Sports,FR-SP:EUROSPORT 4,FR-SP:EUROSPORT 4,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1322,French Sports,FR-SP:EUROSPORT 5,FR-SP:EUROSPORT 5,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1323,French Sports,FR-SP:EUROSPORT 6,FR-SP:EUROSPORT 6,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1324,French Sports,FR-SP:EUROSPORT 7 ,FR-SP:EUROSPORT 7 ,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1325,French Sports,FR-SP:EUROSPORT 8,FR-SP:EUROSPORT 8,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1326,French Sports,FR-SP:EUROSPORT 9 ,FR-SP:EUROSPORT 9 ,,FR,,,,,unmapped,0.000,unmapped,ambiguous/event channel; not mapped to a different parent/region EPG channel,
1342,French Sports,FR-SP:Equidia RacingGalop,FR-SP:Equidia RacingGalop,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/4680d-equidiaracinggalop.png
1343,French Sports,FR-SP:Equidia RacingMag,FR-SP:Equidia RacingMag,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/b9695-equidiaracingmag.png
1341,French Sports,FR-SP:Equidia RacingTrot,FR-SP:Equidia RacingTrot,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/1f1fc-equidiaracingtrot.png
1333,French Sports,FR-SP:Equidia Racnig 1,FR-SP:Equidia Racnig 1,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/d9544-equidiar1.png
1334,French Sports,FR-SP:Equidia Racnig 2,FR-SP:Equidia Racnig 2,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/d5a2e-equidiar2.png
1335,French Sports,FR-SP:Equidia Racnig 3,FR-SP:Equidia Racnig 3,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/94c09-equidiar3.png
1336,French Sports,FR-SP:Equidia Racnig 4,FR-SP:Equidia Racnig 4,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/cb216-equidiar4.png
1337,French Sports,FR-SP:Equidia Racnig 5,FR-SP:Equidia Racnig 5,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/da464-equidiar5.png
1338,French Sports,FR-SP:Equidia Racnig 6,FR-SP:Equidia Racnig 6,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/7702d-equidiar6.png
1339,French Sports,FR-SP:Equidia Racnig 7,FR-SP:Equidia Racnig 7,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/87b8a-equidiar7.png
1340,French Sports,FR-SP:Equidia Racnig 8,FR-SP:Equidia Racnig 8,,FR,FR:Equidia.fr,Equidia,FR,canalplus.com;chaines-tv.orange.fr;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/ba929-equidiar8.png
1317,French Sports,FR-SP:Euronews,FR-SP:Euronews,Euronews.fr,FR,FR:EuronewsEnglish.fr,Euronews English,FR,airtelxstream.in;bein.com;cubmu.com;digiturk.com.tr;distro.tv;freeview.co.uk;guidatv.sky.it;horizon.tv;i.mjh.nz;m.tv.sms.cz;melita.com;meo.pt;mncvision.id;mujtvprogram.cz;mytelly.co.uk;nowplayer.now.com;pickx.be;playtv.unifi.com.my;plex.tv;pluto.tv;programetv.ro;programtv.onet.pl;sky.com;starhubtvplus.com;teliatv.ee;tv.blue.ch;tv.dir.bg;tv.nu;tv2go.t-2.net;tvgids.nl;tvhebdo.com;tvireland.ie;tvpassport.com;tvplus.com.tr;tvtv.us;vidio.com;virgintvgo.virginmedia.com;visionplus.id;vodafone.pt;watch.whaletvplus.com;webtv.delta.nl;ziggogo.tv,fuzzy_name_high,0.920,ok,source EPG id present but no target-country guide channel: Euronews.fr,https://cms123456.com/assets/uploads/files/37b5f-236176-24642541-2560-1440.jpg
1308,French Sports,FR-SP:Foot+,FR-SP:Foot+,C+FOOT.fr,FR,,,,,unmapped,0.667,unmapped,source EPG id present but no target-country guide channel: C+FOOT.fr,https://cms123456.com/assets/uploads/files/af4e9-images-1-.png
1310,French Sports,FR-SP:Golf Channel,FR-SP:Golf Channel,GolfChannel.fr,FR,FR:GolfChannel.fr,Golf Channel,FR,tv-programme.telecablesat.fr;tv.blue.ch;tvcesoir.fr,source_epg_id_exact,1.000,ok,,https://cms123456.com/assets/uploads/files/1b3c6-unnamed.png
1309,French Sports,FR-SP:Golf+,FR-SP:Golf+,GolfPlus.fr,FR,FR:GolfPlus.fr,Golf +,FR,canalplus.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch,source_epg_id_exact,1.000,ok,,https://cms123456.com/assets/uploads/files/97074-uzhax6b0_400x400.jpg
1311,French Sports,FR-SP:INFOSPORT+,FR-SP:INFOSPORT+,Infosport.fr,FR,FR:InfosportPlus.fr,Infosport+,FR,canalplus.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tvcesoir.fr,fuzzy_name_high,1.000,ok,source EPG id present but no target-country guide channel: Infosport.fr,https://cms123456.com/assets/uploads/files/c2093-telechargement.png
1328,French Sports,FR-SP:LEquipe,FR-SP:LEquipe,EquipeTV.fr,FR,FR:LEquipe.fr,L'Equipe,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,1.000,ok,source EPG id present but no target-country guide channel: EquipeTV.fr,https://cms123456.com/assets/uploads/files/685c2-lequipe-050920.jpg
1329,French Sports,FR-SP:LEquipe Live 1,FR-SP:LEquipe Live 1,,FR,FR:LEquipe.fr,L'Equipe,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/685c2-lequipe-050920.jpg
1330,French Sports,FR-SP:LEquipe Live 2,FR-SP:LEquipe Live 2,,FR,FR:LEquipe.fr,L'Equipe,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/685c2-lequipe-050920.jpg
1331,French Sports,FR-SP:LEquipe Live 3,FR-SP:LEquipe Live 3,,FR,FR:LEquipe.fr,L'Equipe,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/685c2-lequipe-050920.jpg
1279,French Sports,FR-SP:LEquipe Live 4,FR-SP:LEquipe Live 4,,FR,FR:LEquipe.fr,L'Equipe,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,
1278,French Sports,FR-SP:LEquipe Live 5,FR-SP:LEquipe Live 5,,FR,FR:LEquipe.fr,L'Equipe,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,
1277,French Sports,FR-SP:LEquipe Live 6,FR-SP:LEquipe Live 6,,FR,FR:LEquipe.fr,L'Equipe,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv-programme.telecablesat.fr;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,
1315,French Sports,FR-SP:Nautical Channel,FR-SP:Nautical Channel,Nautical.eu,FR,,,,,unmapped,0.522,unmapped,source EPG id present but no target-country guide channel: Nautical.eu,https://cms123456.com/assets/uploads/files/924f5-unnamed-2-.jpg
1265,French Sports,FR-SP:RMC-SPORT1_HD,FR-SP:RMC-SPORT1_HD,RMCSport1.fr,FR,FR:RMCSport1.fr,RMC Sport 1,FR,canalplus.com;programme-tv.net;tv-programme.telecablesat.fr;tv.sfr.fr;tvcesoir.fr,source_epg_id_exact,1.000,ok,,https://cms123456.com/assets/uploads/files/e05b5-rmc-sport-1.jpg
1266,French Sports,FR-SP:RMC-SPORT1_HD v2,FR-SP:RMC-SPORT1_HD v2,,FR,FR:RMCSport1.fr,RMC Sport 1,FR,canalplus.com;programme-tv.net;tv-programme.telecablesat.fr;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,0.920,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1267,French Sports,FR-SP:RMC-SPORT2_HD,FR-SP:RMC-SPORT2_HD,RMCSport2.fr,FR,FR:RMCSport2.fr,RMC Sport 2,FR,canalplus.com;mon-programme-tv.be;programme-tv.net;tv-programme.telecablesat.fr;tv.post.lu;tv.sfr.fr;tvcesoir.fr,source_epg_id_exact,1.000,ok,,https://cms123456.com/assets/uploads/files/e05b5-rmc-sport-1.jpg
1275,French Sports,FR-SP:Rmc Sport 10 Live,FR-SP:Rmc Sport 10 Live,,FR,FR:RMCSportLive10.fr,RMC Sport Live 10,FR,tv-programme.telecablesat.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1276,French Sports,FR-SP:Rmc Sport 11 Live,FR-SP:Rmc Sport 11 Live,,FR,FR:RMCSportLive11.fr,RMC Sport Live 11,FR,tv-programme.telecablesat.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1268,French Sports,FR-SP:Rmc Sport 3 Live,FR-SP:Rmc Sport 3 Live,,FR,FR:RMCSport3.fr,RMC Sport 3,FR,tv.sfr.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1269,French Sports,FR-SP:Rmc Sport 4 Live,FR-SP:Rmc Sport 4 Live,,FR,FR:RMCSport4.fr,RMC Sport 4,FR,tv.sfr.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1270,French Sports,FR-SP:Rmc Sport 5 Live,FR-SP:Rmc Sport 5 Live,,FR,FR:RMCSportLive5.fr,RMC Sport Live 5,FR,tv-programme.telecablesat.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1272,French Sports,FR-SP:Rmc Sport 7 Live,FR-SP:Rmc Sport 7 Live,,FR,FR:RMCSportLive7.fr,RMC Sport Live 7,FR,tv-programme.telecablesat.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1273,French Sports,FR-SP:Rmc Sport 8 Live,FR-SP:Rmc Sport 8 Live,,FR,FR:RMCSportLive8.fr,RMC Sport Live 8,FR,tv-programme.telecablesat.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1274,French Sports,FR-SP:Rmc Sport 9 Live,FR-SP:Rmc Sport 9 Live,,FR,FR:RMCSportLive9.fr,RMC Sport Live 9,FR,tv-programme.telecablesat.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1271,French Sports,FR-SP:Rmc Sport  6  Live,FR-SP:Rmc Sport  6  Live,,FR,FR:RMCSportLive6.fr,RMC Sport Live 6,FR,tv-programme.telecablesat.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1314,French Sports,FR-SP:Sport En France,FR-SP:Sport En France,SportEnFrance.fr,FR,FR:SportenFrance.fr,Sport en France,FR,chaines-tv.orange.fr;tv.post.lu;tv.sfr.fr,source_epg_id_exact,1.000,ok,,https://cms123456.com/assets/uploads/files/17825-telechargement-1-.png
1313,French Sports,FR-SP:Winamax TV,FR-SP:Winamax TV,,FR,,,,,unmapped,0.571,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/9a0c1-winamax-tv.jpg
1282,French Sports,Fr- Amazon prime 1,Fr- Amazon prime 1,,FR,,,,,unmapped,0.500,unmapped,no reliable match in target-country guide channel set,
1283,French Sports,Fr-Amazon prime 2,Fr-Amazon prime 2,,FR,,,,,unmapped,0.500,unmapped,no reliable match in target-country guide channel set,
1284,French Sports,Fr-Amazon prime 3,Fr-Amazon prime 3,,FR,,,,,unmapped,0.500,unmapped,no reliable match in target-country guide channel set,
1285,French Sports,Fr-Amazon prime 4,Fr-Amazon prime 4,,FR,,,,,unmapped,0.500,unmapped,no reliable match in target-country guide channel set,
1286,French Sports,Fr-Amazon prime 5,Fr-Amazon prime 5,,FR,,,,,unmapped,0.500,unmapped,no reliable match in target-country guide channel set,
1395,French Sports,Skweek 1,Skweek 1,,FR,,,,,unmapped,0.444,unmapped,no reliable match in target-country guide channel set,
1394,French Sports,Skweek 2,Skweek 2,,FR,,,,,unmapped,0.444,unmapped,no reliable match in target-country guide channel set,
1393,French Sports,Skweek 3,Skweek 3,,FR,,,,,unmapped,0.444,unmapped,no reliable match in target-country guide channel set,
1392,French Sports,Skweek 4,Skweek 4,,FR,,,,,unmapped,0.444,unmapped,no reliable match in target-country guide channel set,
1391,French Sports,Skweek 5,Skweek 5,,FR,,,,,unmapped,0.444,unmapped,no reliable match in target-country guide channel set,
706,French-HD,BFM Alpes,BFM Alpes,,FR,,,,,unmapped,0.737,unmapped,no reliable match in target-country guide channel set,
704,French-HD,BFM Asace,BFM Asace,,FR,FR:BFMAlsace.fr,BFM Alsace,FR,tv.sfr.fr,fuzzy_name_high,0.947,ok,,
707,French-HD,BFM Haute Provence,BFM Haute Provence,,FR,FR:BFMDICIHauteProvence.fr,BFM DICI Haute-Provence,FR,tv.sfr.fr,fuzzy_name_review,0.878,review,,
710,French-HD,BFM Marseille,BFM Marseille,,FR,FR:BFMMarseille.fr,BFM Marseille,FR,chaines-tv.orange.fr;tv.sfr.fr,fuzzy_name_high,1.000,ok,,
709,French-HD,BFM Nice,BFM Nice,,FR,,,,,unmapped,0.667,unmapped,no reliable match in target-country guide channel set,
708,French-HD,BFM Normandie,BFM Normandie,,FR,FR:BFMNormandie.fr,BFM Normandie,FR,tv.sfr.fr,fuzzy_name_high,1.000,ok,,
705,French-HD,BFM Toulon,BFM Toulon,,FR,,,,,unmapped,0.778,unmapped,no reliable match in target-country guide channel set,
854,French-HD,Canal+ Kids,Canal+ Kids,Canal+Kids.fr,FR,FR:CanalPlusKids.fr,Canal+ Kids,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,1.000,ok,source EPG id present but no target-country guide channel: Canal+Kids.fr,https://cms123456.com/assets/uploads/files/307d4-chn43fn_40183_20210902.jpg
849,French-HD,FR- Canal+ Box office,FR- Canal+ Box office,,FR,FR:CanalPlusBoxOffice.fr,Canal+ Box Office,FR,chaines-tv.orange.fr;guidetnt.com;tv.sfr.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/89f02-images-2-.png
848,French-HD,FR- Canal+ Grand Ecran,FR- Canal+ Grand Ecran,,FR,FR:CanalPlusGrandEcran.fr,Canal+ Grand Ecran,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,1.000,ok,,https://cms123456.com/assets/uploads/files/c97ef-images-1-.png
855,French-HD,FR- Canal+Docs,FR- Canal+Docs,Canal+Docs.fr,FR,FR:CanalPlusDocs.fr,Canal+ Docs,FR,canalplus.com;chaines-tv.orange.fr;guidetnt.com;programme-tv.net;tv.blue.ch;tv.sfr.fr;tvcesoir.fr,fuzzy_name_high,1.000,ok,source EPG id present but no target-country guide channel: Canal+Docs.fr,https://cms123456.com/assets/uploads/files/f3841-canal_docs_pivot_fn.jpg
921,French-HD,FR-01TV,FR-01TV,,FR,,,,,unmapped,0.571,unmapped,no reliable match in target-country guide channel set,https://cms123456.com/assets/uploads/files/9385d-unnamed-13-.jpg
