uhf_pk,type,category,name,original_name,epg_channel_id,logo_url
1127,0,Canal + Africa,|C+ AF| ASFIYAHI,|C+ AF| ASFIYAHI,,https://cms123456.com/assets/uploads/files/8c2e0-asfiyah.jpeg
1216,0,Canal + Africa,|C+ AF| AUTHENTIC TV,|C+ AF| AUTHENTIC TV,,https://cms123456.com/assets/uploads/files/5c819-authentic-tv.jpg
1198,0,Canal + Africa,|C+ AF| B-ONE,|C+ AF| B-ONE,,https://cms123456.com/assets/uploads/files/c88d3-b-one.png
1190,0,Canal + Africa,|C+ AF| B-One,|C+ AF| B-One,,https://cms123456.com/assets/uploads/files/a11b3-b-one.png
1173,0,Canal + Africa,|C+ AF| BANTAMBA TV,|C+ AF| BANTAMBA TV,,https://cms123456.com/assets/uploads/files/a4f67-bantamba.jpg
1148,0,Canal + Africa,|C+ AF| BBC WORLD NEWS,|C+ AF| BBC WORLD NEWS,,https://cms123456.com/assets/uploads/files/89ad7-bbc-world-news.jpeg
1171,0,Canal + Africa,|C+ AF| BBLACK AFRICA,|C+ AF| BBLACK AFRICA,,https://cms123456.com/assets/uploads/files/f1a19-bblack-africa.jpeg
1177,0,Canal + Africa,|C+ AF| BET,|C+ AF| BET,,https://cms123456.com/assets/uploads/files/4adc4-bet.jpeg
1107,0,Canal + Africa,|C+ AF| BF1 TV,|C+ AF| BF1 TV,,https://cms123456.com/assets/uploads/files/5c473-bf1-tv.png
1149,0,Canal + Africa,|C+ AF| BLOOMBERG TV,|C+ AF| BLOOMBERG TV,,https://cms123456.com/assets/uploads/files/68b7b-boomerang.jpeg
1088,0,Canal + Africa,|C+ AF| BONFEREY,|C+ AF| BONFEREY,,https://cms123456.com/assets/uploads/files/ea117-bonferey.jpeg
1072,0,Canal + Africa,|C+ AF| BTN TV,|C+ AF| BTN TV,,https://cms123456.com/assets/uploads/files/7c127-btn-tv.png
1106,0,Canal + Africa,|C+ AF| BURKINA INFO,|C+ AF| BURKINA INFO,,https://cms123456.com/assets/uploads/files/79048-burkina-info.jpg
1051,0,Canal + Africa,|C+ AF| C+ ACTION C,|C+ AF| C+ ACTION C,,https://cms123456.com/assets/uploads/files/e2a59-c-cinema-c.jpeg
1052,0,Canal + Africa,|C+ AF| C+ ACTION O,|C+ AF| C+ ACTION O,,https://cms123456.com/assets/uploads/files/19bd6-c-cinema-c.jpeg
1049,0,Canal + Africa,|C+ AF| C+ CINEMA C,|C+ AF| C+ CINEMA C,,https://cms123456.com/assets/uploads/files/41c46-c-cinema-c.png
1050,0,Canal + Africa,|C+ AF| C+ CINEMA O,|C+ AF| C+ CINEMA O,,https://cms123456.com/assets/uploads/files/85acd-c-cinema-c.png
1059,0,Canal + Africa,|C+ AF| C+ DOCS,|C+ AF| C+ DOCS,,https://cms123456.com/assets/uploads/files/6d8fc-c-pop-c.jpg
1053,0,Canal + Africa,|C+ AF| C+ ELLES C,|C+ AF| C+ ELLES C,CNLPFAM,https://cms123456.com/assets/uploads/files/af971-elles-c.jpeg
1054,0,Canal + Africa,|C+ AF| C+ ELLES O,|C+ AF| C+ ELLES O,,https://cms123456.com/assets/uploads/files/ec1e9-elles-c.jpeg
1057,0,Canal + Africa,|C+ AF| C+ FAMILY C,|C+ AF| C+ FAMILY C,,https://cms123456.com/assets/uploads/files/bc97c-family-c.jpg
1058,0,Canal + Africa,|C+ AF| C+ FAMILY O,|C+ AF| C+ FAMILY O,,https://cms123456.com/assets/uploads/files/8ea01-family-c.jpg
1055,0,Canal + Africa,|C+ AF| C+ POP C,|C+ AF| C+ POP C,,https://cms123456.com/assets/uploads/files/77703-c-pop-c.jpg
1056,0,Canal + Africa,|C+ AF| C+ POP O,|C+ AF| C+ POP O,CANALPL,https://cms123456.com/assets/uploads/files/7dcdc-c-pop-c.jpg
1047,0,Canal + Africa,|C+ AF| C+ PREMIERE C,|C+ AF| C+ PREMIERE C,,https://cms123456.com/assets/uploads/files/cceb1-c-premiere-c.png
1048,0,Canal + Africa,|C+ AF| C+ PREMIERE O,|C+ AF| C+ PREMIERE O,,https://cms123456.com/assets/uploads/files/45340-c-premiere-c.png
1075,0,Canal + Africa,|C+ AF| CANAL 2 MOVIES,|C+ AF| CANAL 2 MOVIES,,https://cms123456.com/assets/uploads/files/7fd47-canal-2-movies.jpeg
1096,0,Canal + Africa,|C+ AF| CANAL 3 BENIN,|C+ AF| CANAL 3 BENIN,,https://cms123456.com/assets/uploads/files/28c28-canal-3-benin.jpg
1102,0,Canal + Africa,|C+ AF| CANAL 3 BURKINA,|C+ AF| CANAL 3 BURKINA,,https://cms123456.com/assets/uploads/files/27f47-canal-3-burkina.jpeg
1176,0,Canal + Africa,|C+ AF| CANAL EVENEMENT AFRIQUE,|C+ AF| CANAL EVENEMENT AFRIQUE,,https://cms123456.com/assets/uploads/files/d21b6-canal-evenement-afrique.jpeg
1203,0,Canal + Africa,|C+ AF| CDIRECT,|C+ AF| CDIRECT,,https://cms123456.com/assets/uploads/files/2f633-cdirect.jpeg
1122,0,Canal + Africa,|C+ AF| CHERIFLA TV,|C+ AF| CHERIFLA TV,,https://cms123456.com/assets/uploads/files/8772d-cherifla-tv.jpeg
1112,0,Canal + Africa,|C+ AF| CIS TV,|C+ AF| CIS TV,,https://cms123456.com/assets/uploads/files/bf851-cis-tv.png
1151,0,Canal + Africa,|C+ AF| CNBC AFRICA,|C+ AF| CNBC AFRICA,,https://cms123456.com/assets/uploads/files/8c7e9-cnbc-africa.png
1081,0,Canal + Africa,|C+ AF| CRTV,|C+ AF| CRTV,,https://cms123456.com/assets/uploads/files/41161-crtv.jpeg
1078,0,Canal + Africa,|C+ AF| CRTV NEWS,|C+ AF| CRTV NEWS,,https://cms123456.com/assets/uploads/files/f0012-crtv.jpeg
1183,0,Canal + Africa,|C+ AF| CUISINES,|C+ AF| CUISINES,,https://cms123456.com/assets/uploads/files/85467-cuisines.png
1100,0,Canal + Africa,|C+ AF| CVK,|C+ AF| CVK,,https://cms123456.com/assets/uploads/files/aee1e-cvk.jpeg
1061,0,Canal + Africa,|C+ AF| Canal 2 international,|C+ AF| Canal 2 international,,https://cms123456.com/assets/uploads/files/9f403-canal-2-inter.jpeg
1196,0,Canal + Africa,|C+ AF| DIGITAL CONGO,|C+ AF| DIGITAL CONGO,,https://cms123456.com/assets/uploads/files/60435-digital-congo.jpeg
1110,0,Canal + Africa,|C+ AF| DJOMA TV,|C+ AF| DJOMA TV,,https://cms123456.com/assets/uploads/files/4c3bc-djoma.png
1089,0,Canal + Africa,|C+ AF| DOUNIA,|C+ AF| DOUNIA,,https://cms123456.com/assets/uploads/files/84fad-dounia.jpeg
1205,0,Canal + Africa,|C+ AF| DRTV,|C+ AF| DRTV,,https://cms123456.com/assets/uploads/files/717aa-drtv.jpeg
1093,0,Canal + Africa,|C+ AF| E-TELE,|C+ AF| E-TELE,,https://cms123456.com/assets/uploads/files/40e4e-eb549-81e6c-icon-esiptv-bein-hd.png
1145,0,Canal + Africa,|C+ AF| ECCLESIA TV,|C+ AF| ECCLESIA TV,,https://cms123456.com/assets/uploads/files/8f476-ecclesia-tv.jpeg
1084,0,Canal + Africa,|C+ AF| ELECTRON TV,|C+ AF| ELECTRON TV,,https://cms123456.com/assets/uploads/files/91714-electron.png
1142,0,Canal + Africa,|C+ AF| EMCI,|C+ AF| EMCI,,https://cms123456.com/assets/uploads/files/03a49-emci.jpeg
1156,0,Canal + Africa,|C+ AF| ENGLISH CLUB TV,|C+ AF| ENGLISH CLUB TV,,https://cms123456.com/assets/uploads/files/636b0-english-club-tv.jpeg
1079,0,Canal + Africa,|C+ AF| EQUINOXE TV,|C+ AF| EQUINOXE TV,,https://cms123456.com/assets/uploads/files/8c0a4-equinoxe-tv.jpeg
1111,0,Canal + Africa,|C+ AF| ESPACE TV,|C+ AF| ESPACE TV,,https://cms123456.com/assets/uploads/files/aeb77-espace-tv.jpg
1113,0,Canal + Africa,|C+ AF| EVASION TV,|C+ AF| EVASION TV,,https://cms123456.com/assets/uploads/files/9d6e4-evasion-tv.jpeg
1087,0,Canal + Africa,|C+ AF| FARIN WATA,|C+ AF| FARIN WATA,,https://cms123456.com/assets/uploads/files/367e9-farin-wata.jpg
1063,0,Canal + Africa,|C+ AF| FASHION AFRICA TV,|C+ AF| FASHION AFRICA TV,,https://cms123456.com/assets/uploads/files/15e18-fashion-africa-tv.jpeg
1215,0,Canal + Africa,|C+ AF| FLASH TV,|C+ AF| FLASH TV,,https://cms123456.com/assets/uploads/files/a920d-fls.png
1153,0,Canal + Africa,|C+ AF| FRANCE 24,|C+ AF| FRANCE 24,,https://cms123456.com/assets/uploads/files/9e66c-france-24.png
1152,0,Canal + Africa,|C+ AF| GABON 24,|C+ AF| GABON 24,,https://cms123456.com/assets/uploads/files/eb37a-gabon-24.jpeg
1206,0,Canal + Africa,|C+ AF| GABON CULTURE,|C+ AF| GABON CULTURE,,https://cms123456.com/assets/uploads/files/576bd-gabon-culture.jpeg
1073,0,Canal + Africa,|C+ AF| GENESIS TV,|C+ AF| GENESIS TV,,https://cms123456.com/assets/uploads/files/567e6-genesis-tv.jpg
1095,0,Canal + Africa,|C+ AF| GOLFE TV,|C+ AF| GOLFE TV,,https://cms123456.com/assets/uploads/files/773f0-golfe-tv.jpeg
1179,0,Canal + Africa,|C+ AF| GULLI AFRICA,|C+ AF| GULLI AFRICA,,https://cms123456.com/assets/uploads/files/1f724-gulli-africa.png
1069,0,Canal + Africa,|C+ AF| Gabon TV,|C+ AF| Gabon TV,,https://cms123456.com/assets/uploads/files/45a08-gabon-tv.jpeg
1143,0,Canal + Africa,|C+ AF| IQRAA,|C+ AF| IQRAA,,https://cms123456.com/assets/uploads/files/1d8a3-iqraa.jpeg
1214,0,Canal + Africa,|C+ AF| ISANGO STAR TV,|C+ AF| ISANGO STAR TV,,https://cms123456.com/assets/uploads/files/b2291-isango-star.jpg
1129,0,Canal + Africa,|C+ AF| ITV,|C+ AF| ITV,,https://cms123456.com/assets/uploads/files/78f89-itv.png
1135,0,Canal + Africa,|C+ AF| IVOIRE TV Music,|C+ AF| IVOIRE TV Music,,https://cms123456.com/assets/uploads/files/e0553-ivoire-tv-music.jpeg
1117,0,Canal + Africa,|C+ AF| JOLIBA,|C+ AF| JOLIBA,,https://cms123456.com/assets/uploads/files/21e55-joliba.jpeg
1109,0,Canal + Africa,|C+ AF| KALAC TV,|C+ AF| KALAC TV,,https://cms123456.com/assets/uploads/files/b5ebc-kalac-tv.jpg
1191,0,Canal + Africa,|C+ AF| KC2,|C+ AF| KC2,,https://cms123456.com/assets/uploads/files/f3f03-kc2.jpeg
1144,0,Canal + Africa,|C+ AF| KTO,|C+ AF| KTO,,https://cms123456.com/assets/uploads/files/551e9-kto.jpeg
1138,0,Canal + Africa,|C+ AF| LA 3,|C+ AF| LA 3,,https://cms123456.com/assets/uploads/files/72b47-la-3.jpg
1128,0,Canal + Africa,|C+ AF| LAMP FALL TV,|C+ AF| LAMP FALL TV,,https://cms123456.com/assets/uploads/files/062f1-lamp-fall-tv.jpg
1103,0,Canal + Africa,|C+ AF| LCA,|C+ AF| LCA,,https://cms123456.com/assets/uploads/files/bf52d-lca.jpg
1108,0,Canal + Africa,|C+ AF| LEDJELY TV,|C+ AF| LEDJELY TV,,https://cms123456.com/assets/uploads/files/61b2d-ledjely-tv.jpeg
1137,0,Canal + Africa,|C+ AF| LIFE TV,|C+ AF| LIFE TV,,https://cms123456.com/assets/uploads/files/8e743-life-tv.png
1092,0,Canal + Africa,|C+ AF| LIPTAKO TV,|C+ AF| LIPTAKO TV,,https://cms123456.com/assets/uploads/files/093c7-liptako-tv.jpeg
1141,0,Canal + Africa,|C+ AF| LMTV,|C+ AF| LMTV,,https://cms123456.com/assets/uploads/files/098a8-lmtv.jpg
1077,0,Canal + Africa,|C+ AF| LTM,|C+ AF| LTM,,https://cms123456.com/assets/uploads/files/be0d6-eb549-81e6c-icon-esiptv-bein-hd.png
1178,0,Canal + Africa,|C+ AF| LUDIKIDS,|C+ AF| LUDIKIDS,,https://cms123456.com/assets/uploads/files/7122b-ludikids.jpeg
1201,0,Canal + Africa,|C+ AF| LUX TV,|C+ AF| LUX TV,,https://cms123456.com/assets/uploads/files/25944-lux-tv.jpg
1060,0,Canal + Africa,|C+ AF| M6 INTERNATIONAL,|C+ AF| M6 INTERNATIONAL,,https://cms123456.com/assets/uploads/files/2e12b-m6-international.png
1188,0,Canal + Africa,|C+ AF| MABOKE TV,|C+ AF| MABOKE TV,,https://cms123456.com/assets/uploads/files/5b822-maboke-tv.png
1118,0,Canal + Africa,|C+ AF| MANDE TV,|C+ AF| MANDE TV,,https://cms123456.com/assets/uploads/files/6c7d8-mande-tv.png
1200,0,Canal + Africa,|C+ AF| MCR TV,|C+ AF| MCR TV,,https://cms123456.com/assets/uploads/files/9fad0-mcr-tv.jpeg
1076,0,Canal + Africa,|C+ AF| MEDIA PRIME,|C+ AF| MEDIA PRIME,,https://cms123456.com/assets/uploads/files/bd615-eb549-81e6c-icon-esiptv-bein-hd.png
1157,0,Canal + Africa,|C+ AF| MELODY D'AFRIQUE,|C+ AF| MELODY D'AFRIQUE,,https://cms123456.com/assets/uploads/files/797b3-melody-d-afrique.png
1158,0,Canal + Africa,|C+ AF| MEZZO,|C+ AF| MEZZO,,https://cms123456.com/assets/uploads/files/e4539-mezzo.png
1175,0,Canal + Africa,|C+ AF| MGG TV,|C+ AF| MGG TV,,https://cms123456.com/assets/uploads/files/8dfc2-mgg-tv.png
1213,0,Canal + Africa,|C+ AF| MIKUBA TV,|C+ AF| MIKUBA TV,,https://cms123456.com/assets/uploads/files/3d01d-mikuba.png
1211,0,Canal + Africa,|C+ AF| MISHAPI,|C+ AF| MISHAPI,,https://cms123456.com/assets/uploads/files/abce5-mishapi.jpeg
1212,0,Canal + Africa,|C+ AF| MOLIERE TV,|C+ AF| MOLIERE TV,,https://cms123456.com/assets/uploads/files/a885e-moliere-tv.jpg
1170,0,Canal + Africa,|C+ AF| MTV HITS,|C+ AF| MTV HITS,,https://cms123456.com/assets/uploads/files/de5a3-mtv-hits.jpeg
1181,0,Canal + Africa,|C+ AF| NATHAN TV,|C+ AF| NATHAN TV,,https://cms123456.com/assets/uploads/files/8504a-nathan-tv.jpeg
1172,0,Canal + Africa,|C+ AF| NBA TV,|C+ AF| NBA TV,,https://cms123456.com/assets/uploads/files/c0ecb-nba-tv.jpeg
1202,0,Canal + Africa,|C+ AF| NCi,|C+ AF| NCi,,https://cms123456.com/assets/uploads/files/39438-nci.jpeg
1147,0,Canal + Africa,|C+ AF| NHK WORLD TV,|C+ AF| NHK WORLD TV,,https://cms123456.com/assets/uploads/files/5ec97-nhk-world-tv.jpg
1116,0,Canal + Africa,|C+ AF| NIETA TV,|C+ AF| NIETA TV,,https://cms123456.com/assets/uploads/files/91496-nieta-tv.png
1071,0,Canal + Africa,|C+ AF| NOLLYWOOD EPIC,|C+ AF| NOLLYWOOD EPIC,,https://cms123456.com/assets/uploads/files/89965-nollywood-epic.jpeg
1070,0,Canal + Africa,|C+ AF| NOLLYWOOD TV,|C+ AF| NOLLYWOOD TV,,https://cms123456.com/assets/uploads/files/71c07-nollywood-tv.png
1064,0,Canal + Africa,|C+ AF| NOVELAS TV,|C+ AF| NOVELAS TV,,https://cms123456.com/assets/uploads/files/5ceac-novelas-tv.png
1209,0,Canal + Africa,|C+ AF| NYOTA,|C+ AF| NYOTA,,https://cms123456.com/assets/uploads/files/41c4e-nyota.jpg
1101,0,Canal + Africa,|C+ AF| OMEGA TV,|C+ AF| OMEGA TV,,https://cms123456.com/assets/uploads/files/04102-omega-tv.jpg
1123,0,Canal + Africa,|C+ AF| ORTB,|C+ AF| ORTB,,https://cms123456.com/assets/uploads/files/2595f-ortb.png
1125,0,Canal + Africa,|C+ AF| ORTM1,|C+ AF| ORTM1,,https://cms123456.com/assets/uploads/files/0cd97-ortm1.png
1124,0,Canal + Africa,|C+ AF| ORTM2,|C+ AF| ORTM2,,https://cms123456.com/assets/uploads/files/2e108-ortm2.jpeg
1218,0,Canal + Africa,|C+ AF| PSTV,|C+ AF| PSTV,,https://cms123456.com/assets/uploads/files/ee8ba-pstv-hd-cd.png
1150,0,Canal + Africa,|C+ AF| RAI,|C+ AF| RAI,,https://cms123456.com/assets/uploads/files/d3896-r.png
1210,0,Canal + Africa,|C+ AF| RATELKI,|C+ AF| RATELKI,,https://cms123456.com/assets/uploads/files/cf54c-ratelki.jpg
1120,0,Canal + Africa,|C+ AF| RENOUVEAU TV,|C+ AF| RENOUVEAU TV,,https://cms123456.com/assets/uploads/files/59041-renouveau-tv.jpg
1114,0,Canal + Africa,|C+ AF| RTB,|C+ AF| RTB,,https://cms123456.com/assets/uploads/files/57f79-rtb.jpeg
1082,0,Canal + Africa,|C+ AF| RTD,|C+ AF| RTD,,https://cms123456.com/assets/uploads/files/e1064-rtd.jpeg
1099,0,Canal + Africa,|C+ AF| RTDS,|C+ AF| RTDS,,https://cms123456.com/assets/uploads/files/67963-rtd.jpeg
1115,0,Canal + Africa,|C+ AF| RTG,|C+ AF| RTG,,https://cms123456.com/assets/uploads/files/8c599-rtg.jpeg
1140,0,Canal + Africa,|C+ AF| RTI TV,|C+ AF| RTI TV,,https://cms123456.com/assets/uploads/files/ebd69-rti-tv.png
1139,0,Canal + Africa,|C+ AF| RTI2,|C+ AF| RTI2,,https://cms123456.com/assets/uploads/files/684c0-rti2.jpeg
1193,0,Canal + Africa,|C+ AF| RTNB,|C+ AF| RTNB,,https://cms123456.com/assets/uploads/files/94c04-rtnb.jpeg
1199,0,Canal + Africa,|C+ AF| RTNC,|C+ AF| RTNC,,https://cms123456.com/assets/uploads/files/61a6d-rtnc.jpg
1134,0,Canal + Africa,|C+ AF| RTS,|C+ AF| RTS,,https://cms123456.com/assets/uploads/files/32f53-rts.jpeg
1130,0,Canal + Africa,|C+ AF| RTS 2,|C+ AF| RTS 2,,https://cms123456.com/assets/uploads/files/cbfca-rts-2.jpeg
1083,0,Canal + Africa,|C+ AF| SAHARA TV,|C+ AF| SAHARA TV,,https://cms123456.com/assets/uploads/files/58d9f-sahara.jpeg
1091,0,Canal + Africa,|C+ AF| SARAOUNIA TV,|C+ AF| SARAOUNIA TV,,https://cms123456.com/assets/uploads/files/5be72-saraounia-tv.jpeg
1104,0,Canal + Africa,|C+ AF| SAVANE TV,|C+ AF| SAVANE TV,,https://cms123456.com/assets/uploads/files/d0e94-savane.jpg
1131,0,Canal + Africa,|C+ AF| SEN TV,|C+ AF| SEN TV,,https://cms123456.com/assets/uploads/files/61db4-sen-tv.jpg
1097,0,Canal + Africa,|C+ AF| SOS DOCTEUR TV,|C+ AF| SOS DOCTEUR TV,,https://cms123456.com/assets/uploads/files/128bf-sos-docteur-tv.jpg
1080,0,Canal + Africa,|C+ AF| STV,|C+ AF| STV,,https://cms123456.com/assets/uploads/files/436ab-stv.jpg
1184,0,Canal + Africa,|C+ AF| SUD 1ERE,|C+ AF| SUD 1ERE,,https://cms123456.com/assets/uploads/files/3d9d2-sud-1ere.jpg
1189,0,Canal + Africa,|C+ AF| SUNU YEUF,|C+ AF| SUNU YEUF,,https://cms123456.com/assets/uploads/files/3b9ed-sunu-yeuf.png
1085,0,Canal + Africa,|C+ AF| TAMBARIN HAUSA TV,|C+ AF| TAMBARIN HAUSA TV,,https://cms123456.com/assets/uploads/files/ae074-tambarin-hausa-tv.jpeg
1194,0,Canal + Africa,|C+ AF| TELE 50,|C+ AF| TELE 50,,https://cms123456.com/assets/uploads/files/bad7d-tele-50.png
1207,0,Canal + Africa,|C+ AF| TELE AFRICA,|C+ AF| TELE AFRICA,,https://cms123456.com/assets/uploads/files/8b654-tele-africa.png
1090,0,Canal + Africa,|C+ AF| TELE SAHEL,|C+ AF| TELE SAHEL,,https://cms123456.com/assets/uploads/files/91836-tele-sahel.jpeg
1132,0,Canal + Africa,|C+ AF| TFM,|C+ AF| TFM,,https://cms123456.com/assets/uploads/files/1be59-tfm.jpeg
1208,0,Canal + Africa,|C+ AF| TGB,|C+ AF| TGB,,https://cms123456.com/assets/uploads/files/32fc3-tgb.jpg
1180,0,Canal + Africa,|C+ AF| TIVI5 MONDE,|C+ AF| TIVI5 MONDE,,https://cms123456.com/assets/uploads/files/2ab87-tivi5-monde.jpeg
1121,0,Canal + Africa,|C+ AF| TM1,|C+ AF| TM1,,https://cms123456.com/assets/uploads/files/e0b6d-tm1.jpeg
1086,0,Canal + Africa,|C+ AF| TOZALI TV,|C+ AF| TOZALI TV,,https://cms123456.com/assets/uploads/files/5e904-tozali-tv.png
1169,0,Canal + Africa,|C+ AF| TRACE AFRICA AFRIQUE,|C+ AF| TRACE AFRICA AFRIQUE,,https://cms123456.com/assets/uploads/files/dafea-trace-africa-afrique.jpeg
1164,0,Canal + Africa,|C+ AF| TRACE GOSPEL,|C+ AF| TRACE GOSPEL,,https://cms123456.com/assets/uploads/files/bf4d3-trace-gospel.jpeg
1167,0,Canal + Africa,|C+ AF| TRACE KITOKO,|C+ AF| TRACE KITOKO,,https://cms123456.com/assets/uploads/files/77ac9-trace-kitoko.jpeg
1168,0,Canal + Africa,|C+ AF| TRACE MBOA,|C+ AF| TRACE MBOA,,https://cms123456.com/assets/uploads/files/2bca1-trace-mboa.png
1163,0,Canal + Africa,|C+ AF| TRACE MZIKI,|C+ AF| TRACE MZIKI,,https://cms123456.com/assets/uploads/files/5937e-trace-mziki.jpeg
1165,0,Canal + Africa,|C+ AF| TRACE NAIJA,|C+ AF| TRACE NAIJA,,https://cms123456.com/assets/uploads/files/89c90-trace-naija.jpeg
1162,0,Canal + Africa,|C+ AF| TRACE URBAN,|C+ AF| TRACE URBAN,,https://cms123456.com/assets/uploads/files/65633-trace-urban.jpeg
1155,0,Canal + Africa,|C+ AF| TRAVELXP,|C+ AF| TRAVELXP,,https://cms123456.com/assets/uploads/files/0f8cc-travelxp.png
1126,0,Canal + Africa,|C+ AF| TV MAURITANIE,|C+ AF| TV MAURITANIE,,https://cms123456.com/assets/uploads/files/7697a-tv-mauritanie.jpeg
1186,0,Canal + Africa,|C+ AF| TV Tchad TD,|C+ AF| TV Tchad TD,,https://cms123456.com/assets/uploads/files/9146a-tv-tchad-td.jpeg
1217,0,Canal + Africa,|C+ AF| TV1,|C+ AF| TV1,,https://cms123456.com/assets/uploads/files/e70bb-tv1.jpg
1192,0,Canal + Africa,|C+ AF| TV10,|C+ AF| TV10,,https://cms123456.com/assets/uploads/files/3597d-tv10.jpeg
1098,0,Canal + Africa,|C+ AF| TV7,|C+ AF| TV7,,https://cms123456.com/assets/uploads/files/b1d0b-tv7.jpeg
1094,0,Canal + Africa,|C+ AF| TVC,|C+ AF| TVC,,https://cms123456.com/assets/uploads/files/0251b-tvc.png
1074,0,Canal + Africa,|C+ AF| TVGE,|C+ AF| TVGE,,https://cms123456.com/assets/uploads/files/13cc9-tvge.png
1195,0,Canal + Africa,|C+ AF| Tele Congo,|C+ AF| Tele Congo,,https://cms123456.com/assets/uploads/files/0bfe8-tele-congo.png
1161,0,Canal + Africa,|C+ AF| Trace Caribbean,|C+ AF| Trace Caribbean,,https://cms123456.com/assets/uploads/files/28969-trace-caribbean.jpeg
1160,0,Canal + Africa,|C+ AF| Trace Latina,|C+ AF| Trace Latina,,https://cms123456.com/assets/uploads/files/8844f-trace-latina.jpeg
1159,0,Canal + Africa,|C+ AF| Trace Sport Stars,|C+ AF| Trace Sport Stars,,https://cms123456.com/assets/uploads/files/438df-trace-sport-stars.jpeg
1166,0,Canal + Africa,|C+ AF| Trace TOCA,|C+ AF| Trace TOCA,,https://cms123456.com/assets/uploads/files/36d9f-trace-toca.jpeg
1068,0,Canal + Africa,|C+ AF| VOIR+,|C+ AF| VOIR+,,https://cms123456.com/assets/uploads/files/37867-voir-.png
1187,0,Canal + Africa,|C+ AF| VOX AFRICA,|C+ AF| VOX AFRICA,,https://cms123456.com/assets/uploads/files/89e3a-vox-africa.jpeg
1204,0,Canal + Africa,|C+ AF| VOX TV,|C+ AF| VOX TV,,https://cms123456.com/assets/uploads/files/3fa2b-vox-tv.png
1174,0,Canal + Africa,|C+ AF| WATAAA,|C+ AF| WATAAA,,https://cms123456.com/assets/uploads/files/55af7-wataaa.png
1182,0,Canal + Africa,|C+ AF| ZEE MAGIC,|C+ AF| ZEE MAGIC,,https://cms123456.com/assets/uploads/files/da43d-zee-magic.jpeg
1220,0,French Sports,CANAL+FOOT,FR-SP:Canal+ Foot v2,!$!66F1AC9F-76BD-40AD-AA7D-6299B0BA0A8E!$!FR:CanalPlusFoot.fr,https://upload.wikimedia.org/wikipedia/commons/e/eb/Canal%2BFoot.png
1390,0,French Sports,Dazn betclic Elite 1,Dazn betclic Elite 1,,
1381,0,French Sports,Dazn betclic Elite 10,Dazn betclic Elite 10,,
1389,0,French Sports,Dazn betclic Elite 2,Dazn betclic Elite 2,,
1388,0,French Sports,Dazn betclic Elite 3,Dazn betclic Elite 3,,
1387,0,French Sports,Dazn betclic Elite 4,Dazn betclic Elite 4,,
1386,0,French Sports,Dazn betclic Elite 5,Dazn betclic Elite 5,,
1385,0,French Sports,Dazn betclic Elite 6,Dazn betclic Elite 6,,
1384,0,French Sports,Dazn betclic Elite 7,Dazn betclic Elite 7,,
1383,0,French Sports,Dazn betclic Elite 8,Dazn betclic Elite 8,,
1382,0,French Sports,Dazn betclic Elite 9,Dazn betclic Elite 9,,
1235,0,French Sports,FR- Canal+live 1,FR- Canal+live 1,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1244,0,French Sports,FR- Canal+live 10,FR- Canal+live 10,,
1245,0,French Sports,FR- Canal+live 11,FR- Canal+live 11,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1246,0,French Sports,FR- Canal+live 12,FR- Canal+live 12,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1247,0,French Sports,FR- Canal+live 13,FR- Canal+live 13,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1248,0,French Sports,FR- Canal+live 14,FR- Canal+live 14,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1249,0,French Sports,FR- Canal+live 15,FR- Canal+live 15,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1250,0,French Sports,FR- Canal+live 16,FR- Canal+live 16,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1251,0,French Sports,FR- Canal+live 17,FR- Canal+live 17,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1252,0,French Sports,FR- Canal+live 18,FR- Canal+live 18,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1253,0,French Sports,FR- Canal+live 19,FR- Canal+live 19,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1236,0,French Sports,FR- Canal+live 2,FR- Canal+live 2,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1237,0,French Sports,FR- Canal+live 3,FR- Canal+live 3,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1238,0,French Sports,FR- Canal+live 4,FR- Canal+live 4,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1239,0,French Sports,FR- Canal+live 5,FR- Canal+live 5,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1240,0,French Sports,FR- Canal+live 6,FR- Canal+live 6,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1241,0,French Sports,FR- Canal+live 7,FR- Canal+live 7,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1242,0,French Sports,FR- Canal+live 8,FR- Canal+live 8,,https://cms123456.com/assets/uploads/files/869df-0a039-canal-.png
1243,0,French Sports,FR- Canal+live 9,FR- Canal+live 9,,
1280,0,French Sports,FR-DAZN 2,FR-DAZN 2,,
