uhf_pk,type,category,name,original_name,epg_channel_id,logo_url
1281,0,French Sports,FR-Dazn 3,FR-Dazn 3,,
1312,0,French Sports,FR-SP:AutoMoto,FR-SP:AutoMoto,Automoto.fr,https://cms123456.com/assets/uploads/files/46fce-logo_automoto_2018.jpg
1254,0,French Sports,FR-SP:Bein-Sports-1FR,FR-SP:Bein-Sports-1FR,,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1255,0,French Sports,FR-SP:Bein-Sports-1FR V2,FR-SP:Bein-Sports-1FR V2,beINSport1.fr,https://cms123456.com/assets/uploads/files/95342-415a6-unnamed.jpg
1256,0,French Sports,FR-SP:Bein-Sports-2FR,FR-SP:Bein-Sports-2FR,beINSport2.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1257,0,French Sports,FR-SP:Bein-Sports-3FR,FR-SP:Bein-Sports-3FR,beINSport3.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1264,0,French Sports,FR-SP:Bein-Sports-max-10,FR-SP:Bein-Sports-max-10,BeInSportMax10.fr,https://cms123456.com/assets/uploads/files/3067c-415a6-unnamed.jpg
1258,0,French Sports,FR-SP:Bein-Sports-max-4,FR-SP:Bein-Sports-max-4,BeInSportMax4.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1259,0,French Sports,FR-SP:Bein-Sports-max-5,FR-SP:Bein-Sports-max-5,BeInSportMax5.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1260,0,French Sports,FR-SP:Bein-Sports-max-6,FR-SP:Bein-Sports-max-6,BeInSportMax6.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1261,0,French Sports,FR-SP:Bein-Sports-max-7,FR-SP:Bein-Sports-max-7,BeInSportMax7.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1262,0,French Sports,FR-SP:Bein-Sports-max-8,FR-SP:Bein-Sports-max-8,BeInSportMax8.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1263,0,French Sports,FR-SP:Bein-Sports-max-9,FR-SP:Bein-Sports-max-9,BeInSportMax9.fr,https://cms123456.com/assets/uploads/files/415a6-unnamed.jpg
1234,0,French Sports,FR-SP:CANAL+ premier league,FR-SP:CANAL+ premier league,,https://cms123456.com/assets/uploads/files/2a127-canal-plus-logo-vignette.jpg
1219,0,French Sports,FR-SP:Canal+ Foot,FR-SP:Canal+ Foot,,https://cms123456.com/assets/uploads/files/8d939-telechargement.png
1229,0,French Sports,FR-SP:Canal+ SPORTS FHD 1,FR-SP:Canal+ SPORTS FHD 1,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1230,0,French Sports,FR-SP:Canal+ SPORTS FHD 2,FR-SP:Canal+ SPORTS FHD 2,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1231,0,French Sports,FR-SP:Canal+ SPORTS FHD 3,FR-SP:Canal+ SPORTS FHD 3,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1232,0,French Sports,FR-SP:Canal+ SPORTS FHD 4,FR-SP:Canal+ SPORTS FHD 4,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1233,0,French Sports,FR-SP:Canal+ SPORTS FHD 5,FR-SP:Canal+ SPORTS FHD 5,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1224,0,French Sports,FR-SP:Canal+ Sport 1,FR-SP:Canal+ Sport 1,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1225,0,French Sports,FR-SP:Canal+ Sport 2,FR-SP:Canal+ Sport 2,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1226,0,French Sports,FR-SP:Canal+ Sport 3,FR-SP:Canal+ Sport 3,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1221,0,French Sports,FR-SP:Canal+ Sport 360,FR-SP:Canal+ Sport 360,,https://cms123456.com/assets/uploads/files/a391b-canal-sport_360.png
1222,0,French Sports,FR-SP:Canal+ Sport 360 v2,FR-SP:Canal+ Sport 360 v2,,https://cms123456.com/assets/uploads/files/1083a-a391b-canal-sport_360.png
1227,0,French Sports,FR-SP:Canal+ Sport 4,FR-SP:Canal+ Sport 4,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1228,0,French Sports,FR-SP:Canal+ Sport 5,FR-SP:Canal+ Sport 5,,https://cms123456.com/assets/uploads/files/a6840-280_medium.png
1223,0,French Sports,FR-SP:Canal+Sport,FR-SP:Canal+Sport,CANALplusSPORT.fr,https://cms123456.com/assets/uploads/files/2a127-canal-plus-logo-vignette.jpg
1287,0,French Sports,FR-SP:Dazn 1,FR-SP:Dazn 1,,https://cms123456.com/assets/uploads/files/2bf1d-img_1840.jpeg
1332,0,French Sports,FR-SP:EQUIDIA,FR-SP:EQUIDIA,EquidiaLive.fr,https://cms123456.com/assets/uploads/files/1a339-equidia.png
1316,0,French Sports,FR-SP:ES1,FR-SP:ES1,,https://cms123456.com/assets/uploads/files/5baf0-unnamed-10-.jpg
1318,0,French Sports,FR-SP:EUROSPORT 1,FR-SP:EUROSPORT 1,Eurosport1.fr,https://cms123456.com/assets/uploads/files/37b5f-236176-24642541-2560-1440.jpg
1319,0,French Sports,FR-SP:EUROSPORT 2,FR-SP:EUROSPORT 2,Eurosport2.fr,https://cms123456.com/assets/uploads/files/37b5f-236176-24642541-2560-1440.jpg
1320,0,French Sports,FR-SP:EUROSPORT 3,FR-SP:EUROSPORT 3,,
1327,0,French Sports,FR-SP:EUROSPORT 360°,FR-SP:EUROSPORT 360°,,
1321,0,French Sports,FR-SP:EUROSPORT 4,FR-SP:EUROSPORT 4,,
1322,0,French Sports,FR-SP:EUROSPORT 5,FR-SP:EUROSPORT 5,,
1323,0,French Sports,FR-SP:EUROSPORT 6,FR-SP:EUROSPORT 6,,
1324,0,French Sports,FR-SP:EUROSPORT 7 ,FR-SP:EUROSPORT 7 ,,
1325,0,French Sports,FR-SP:EUROSPORT 8,FR-SP:EUROSPORT 8,,
1326,0,French Sports,FR-SP:EUROSPORT 9 ,FR-SP:EUROSPORT 9 ,,
1342,0,French Sports,FR-SP:Equidia RacingGalop,FR-SP:Equidia RacingGalop,,https://cms123456.com/assets/uploads/files/4680d-equidiaracinggalop.png
1343,0,French Sports,FR-SP:Equidia RacingMag,FR-SP:Equidia RacingMag,,https://cms123456.com/assets/uploads/files/b9695-equidiaracingmag.png
1341,0,French Sports,FR-SP:Equidia RacingTrot,FR-SP:Equidia RacingTrot,,https://cms123456.com/assets/uploads/files/1f1fc-equidiaracingtrot.png
1333,0,French Sports,FR-SP:Equidia Racnig 1,FR-SP:Equidia Racnig 1,,https://cms123456.com/assets/uploads/files/d9544-equidiar1.png
1334,0,French Sports,FR-SP:Equidia Racnig 2,FR-SP:Equidia Racnig 2,,https://cms123456.com/assets/uploads/files/d5a2e-equidiar2.png
1335,0,French Sports,FR-SP:Equidia Racnig 3,FR-SP:Equidia Racnig 3,,https://cms123456.com/assets/uploads/files/94c09-equidiar3.png
1336,0,French Sports,FR-SP:Equidia Racnig 4,FR-SP:Equidia Racnig 4,,https://cms123456.com/assets/uploads/files/cb216-equidiar4.png
1337,0,French Sports,FR-SP:Equidia Racnig 5,FR-SP:Equidia Racnig 5,,https://cms123456.com/assets/uploads/files/da464-equidiar5.png
1338,0,French Sports,FR-SP:Equidia Racnig 6,FR-SP:Equidia Racnig 6,,https://cms123456.com/assets/uploads/files/7702d-equidiar6.png
1339,0,French Sports,FR-SP:Equidia Racnig 7,FR-SP:Equidia Racnig 7,,https://cms123456.com/assets/uploads/files/87b8a-equidiar7.png
1340,0,French Sports,FR-SP:Equidia Racnig 8,FR-SP:Equidia Racnig 8,,https://cms123456.com/assets/uploads/files/ba929-equidiar8.png
1317,0,French Sports,FR-SP:Euronews,FR-SP:Euronews,Euronews.fr,https://cms123456.com/assets/uploads/files/37b5f-236176-24642541-2560-1440.jpg
1308,0,French Sports,FR-SP:Foot+,FR-SP:Foot+,C+FOOT.fr,https://cms123456.com/assets/uploads/files/af4e9-images-1-.png
1310,0,French Sports,FR-SP:Golf Channel,FR-SP:Golf Channel,GolfChannel.fr,https://cms123456.com/assets/uploads/files/1b3c6-unnamed.png
1309,0,French Sports,FR-SP:Golf+,FR-SP:Golf+,GolfPlus.fr,https://cms123456.com/assets/uploads/files/97074-uzhax6b0_400x400.jpg
1311,0,French Sports,FR-SP:INFOSPORT+,FR-SP:INFOSPORT+,Infosport.fr,https://cms123456.com/assets/uploads/files/c2093-telechargement.png
1328,0,French Sports,FR-SP:LEquipe,FR-SP:LEquipe,EquipeTV.fr,https://cms123456.com/assets/uploads/files/685c2-lequipe-050920.jpg
1329,0,French Sports,FR-SP:LEquipe Live 1,FR-SP:LEquipe Live 1,,https://cms123456.com/assets/uploads/files/685c2-lequipe-050920.jpg
1330,0,French Sports,FR-SP:LEquipe Live 2,FR-SP:LEquipe Live 2,,https://cms123456.com/assets/uploads/files/685c2-lequipe-050920.jpg
1331,0,French Sports,FR-SP:LEquipe Live 3,FR-SP:LEquipe Live 3,,https://cms123456.com/assets/uploads/files/685c2-lequipe-050920.jpg
1279,0,French Sports,FR-SP:LEquipe Live 4,FR-SP:LEquipe Live 4,,
1278,0,French Sports,FR-SP:LEquipe Live 5,FR-SP:LEquipe Live 5,,
1277,0,French Sports,FR-SP:LEquipe Live 6,FR-SP:LEquipe Live 6,,
1315,0,French Sports,FR-SP:Nautical Channel,FR-SP:Nautical Channel,Nautical.eu,https://cms123456.com/assets/uploads/files/924f5-unnamed-2-.jpg
1265,0,French Sports,FR-SP:RMC-SPORT1_HD,FR-SP:RMC-SPORT1_HD,RMCSport1.fr,https://cms123456.com/assets/uploads/files/e05b5-rmc-sport-1.jpg
1266,0,French Sports,FR-SP:RMC-SPORT1_HD v2,FR-SP:RMC-SPORT1_HD v2,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1267,0,French Sports,FR-SP:RMC-SPORT2_HD,FR-SP:RMC-SPORT2_HD,RMCSport2.fr,https://cms123456.com/assets/uploads/files/e05b5-rmc-sport-1.jpg
1275,0,French Sports,FR-SP:Rmc Sport 10 Live,FR-SP:Rmc Sport 10 Live,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1276,0,French Sports,FR-SP:Rmc Sport 11 Live,FR-SP:Rmc Sport 11 Live,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1268,0,French Sports,FR-SP:Rmc Sport 3 Live,FR-SP:Rmc Sport 3 Live,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1269,0,French Sports,FR-SP:Rmc Sport 4 Live,FR-SP:Rmc Sport 4 Live,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1270,0,French Sports,FR-SP:Rmc Sport 5 Live,FR-SP:Rmc Sport 5 Live,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1272,0,French Sports,FR-SP:Rmc Sport 7 Live,FR-SP:Rmc Sport 7 Live,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1273,0,French Sports,FR-SP:Rmc Sport 8 Live,FR-SP:Rmc Sport 8 Live,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1274,0,French Sports,FR-SP:Rmc Sport 9 Live,FR-SP:Rmc Sport 9 Live,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1271,0,French Sports,FR-SP:Rmc Sport  6  Live,FR-SP:Rmc Sport  6  Live,,https://cms123456.com/assets/uploads/files/04c3c-e05b5-rmc-sport-1.jpg
1314,0,French Sports,FR-SP:Sport En France,FR-SP:Sport En France,SportEnFrance.fr,https://cms123456.com/assets/uploads/files/17825-telechargement-1-.png
1313,0,French Sports,FR-SP:Winamax TV,FR-SP:Winamax TV,,https://cms123456.com/assets/uploads/files/9a0c1-winamax-tv.jpg
1282,0,French Sports,Fr- Amazon prime 1,Fr- Amazon prime 1,,
1283,0,French Sports,Fr-Amazon prime 2,Fr-Amazon prime 2,,
1284,0,French Sports,Fr-Amazon prime 3,Fr-Amazon prime 3,,
1285,0,French Sports,Fr-Amazon prime 4,Fr-Amazon prime 4,,
1286,0,French Sports,Fr-Amazon prime 5,Fr-Amazon prime 5,,
1395,0,French Sports,Skweek 1,Skweek 1,,
1394,0,French Sports,Skweek 2,Skweek 2,,
1393,0,French Sports,Skweek 3,Skweek 3,,
1392,0,French Sports,Skweek 4,Skweek 4,,
1391,0,French Sports,Skweek 5,Skweek 5,,
998,0,French-FHD,13EME.RUE-FHD,13EME.RUE-FHD,13Rue.fr,https://cms123456.com/assets/uploads/files/bf405-13eme_rue_fr.png
974,0,French-FHD,6TER-FHD,6TER-FHD,6ter.fr,https://cms123456.com/assets/uploads/files/32589-6ter.png
698,0,French-FHD,A+,A+,,
1003,0,French-FHD,AB1-FHD,AB1-FHD,AB1.fr,https://cms123456.com/assets/uploads/files/79715-ab1.png
1004,0,French-FHD,AB3-FHD,AB3-FHD,AB3.be,https://cms123456.com/assets/uploads/files/e0cb6-logo-ab3.png
1001,0,French-FHD,ACTION-FHD,ACTION-FHD,Action.fr,https://cms123456.com/assets/uploads/files/5e908-action_fr.png
1006,0,French-FHD,ANIMAUX-FHD,ANIMAUX-FHD,Animaux.fr,https://cms123456.com/assets/uploads/files/ce2be-animaux_fr_hd.png
965,0,French-FHD,ARTE-FHD,ARTE-FHD,ARTE.fr,https://cms123456.com/assets/uploads/files/7b5af-arte.png
993,0,French-FHD,BEINSPORT1-FHD,BEINSPORT1-FHD,beINSport1.fr,https://cms123456.com/assets/uploads/files/ce6df-b1.png
994,0,French-FHD,BEINSPORT2-FHD,BEINSPORT2-FHD,beINSport2.fr,https://cms123456.com/assets/uploads/files/c6f25-b2.png
995,0,French-FHD,BEINSPORT3-FHD,BEINSPORT3-FHD,beINSport3.fr,https://cms123456.com/assets/uploads/files/5e32b-b3.png
676,0,French-FHD,BFM Grands Reportages,BFM Grands Reportages,,
678,0,French-FHD,BFM Lille,BFM Lille,,
679,0,French-FHD,BFM Littoral,BFM Littoral,,
677,0,French-FHD,BFM Lyon,BFM Lyon,,
680,0,French-FHD,BFM Nice Côte d'Azur,BFM Nice Côte d'Azur,,
675,0,French-FHD,BFM Paris,BFM Paris,,
969,0,French-FHD,BFMTV-FHD,BFMTV-FHD,BFMTV.fr,https://cms123456.com/assets/uploads/files/969a3-bfm.png
1038,0,French-FHD,BOING-FHD,BOING-FHD,,https://cms123456.com/assets/uploads/files/9adb9-italia.png
1037,0,French-FHD,BOOMERANG-FHD,BOOMERANG-FHD,Boomerang.fr,https://cms123456.com/assets/uploads/files/ad40e-boomerang_global_hd.png
703,0,French-FHD,Baby TV,Baby TV,,
978,0,French-FHD,CANAL+-FHD,CANAL+-FHD,CanalPlus.fr,https://cms123456.com/assets/uploads/files/e8e9d-canal-.png
979,0,French-FHD,CANAL+CINEMA-FHD,CANAL+CINEMA-FHD,CANALplusCINEMA.fr,https://cms123456.com/assets/uploads/files/cd7b9-canal-_cinema.png
982,0,French-FHD,CANAL+FAMILY-FHD,CANAL+FAMILY-FHD,,https://cms123456.com/assets/uploads/files/f362e-canal-_family.png
980,0,French-FHD,CANAL+SPORT-FHD,CANAL+SPORT-FHD,CanalplusSports.pl,https://cms123456.com/assets/uploads/files/18fae-canal-_sport.png
1035,0,French-FHD,CANAL.J-FHD,CANAL.J-FHD,CanalJ.fr,https://cms123456.com/assets/uploads/files/cbd99-canal_j_fr.png
1042,0,French-FHD,CARTOON.NETWORK-FHD,CARTOON.NETWORK-FHD,CartoonNetwork.fr,https://cms123456.com/assets/uploads/files/1b482-cartoon_network_global.png
1007,0,French-FHD,CHASSE.ET.PECHE-FHD,CHASSE.ET.PECHE-FHD,ChassePeche.fr,https://cms123456.com/assets/uploads/files/c7ee8-chasse_et_peche.png
977,0,French-FHD,CHERIE.25-FHD,CHERIE.25-FHD,Cherie25.fr,https://cms123456.com/assets/uploads/files/304f0-teles-cherie25.png
988,0,French-FHD,CINE+CLASSIC-FHD,CINE+CLASSIC-FHD,CinecinemaClassic.fr,https://cms123456.com/assets/uploads/files/ee406-cine-_classic.png
987,0,French-FHD,CINE+CLUB-FHD,CINE+CLUB-FHD,CinecinemaClub.fr,https://cms123456.com/assets/uploads/files/812bb-chn43fb_532.png
985,0,French-FHD,CINE+EMOTION-FHD,CINE+EMOTION-FHD,CinecinemaEmotion.fr,https://cms123456.com/assets/uploads/files/55ce3-cine-_emotion.png
986,0,French-FHD,CINE+FAMIZ-FHD,CINE+FAMIZ-FHD,CinecinemaFamiz.fr,https://cms123456.com/assets/uploads/files/67794-cine-_famiz.png
984,0,French-FHD,CINE+FRISSON-FHD,CINE+FRISSON-FHD,CinecinemaFrisson.fr,https://cms123456.com/assets/uploads/files/1d449-cine-_frisson.png
983,0,French-FHD,CINE+PREMIER-FHD,CINE+PREMIER-FHD,CinecinemaPremier.fr,https://cms123456.com/assets/uploads/files/ebccd-cine-_premier.png
990,0,French-FHD,COMEDIE+-FHD,COMEDIE+-FHD,Comedie.fr,https://cms123456.com/assets/uploads/files/4950c-canalplus_fr_comedie_plus.png
1009,0,French-FHD,CRIME.DISTRICT-FHD,CRIME.DISTRICT-FHD,CrimeDistrict.fr,https://cms123456.com/assets/uploads/files/8cdfc-cd.jpg
971,0,French-FHD,CSTAR-FHD,CSTAR-FHD,CStar.fr,https://cms123456.com/assets/uploads/files/69fd5-cstar.png
682,0,French-FHD,Canal+ Box Office,Canal+ Box Office,,
683,0,French-FHD,Canal+ Docs,Canal+ Docs,,
681,0,French-FHD,Canal+ Grand Ecran,Canal+ Grand Ecran,,
685,0,French-FHD,Cine+ Festival,Cine+ Festival,,
684,0,French-FHD,Cine+ OCS,Cine+ OCS,,
996,0,French-FHD,DISCOVERY-FHD,DISCOVERY-FHD,DiscoveryInvestigation.fr,https://cms123456.com/assets/uploads/files/93b0a-discovery-channel-east-us.png
997,0,French-FHD,DISCOVERY.SCIENCE-FHD,DISCOVERY.SCIENCE-FHD,DiscoveryScience.fr,https://cms123456.com/assets/uploads/files/af2c0-science-channel-590x283.png
1032,0,French-FHD,DISNEY+-FHD,DISNEY+-FHD,Pixar.fr,https://cms123456.com/assets/uploads/files/322be-disney-qpevk5-1-.png
1034,0,French-FHD,DISNEY.CHANNEL-FHD,DISNEY.CHANNEL-FHD,DisneyChannel.fr,https://cms123456.com/assets/uploads/files/8c653-875_medium.png
1033,0,French-FHD,DISNEY.JUNIOR-FHD,DISNEY.JUNIOR-FHD,,https://cms123456.com/assets/uploads/files/5686b-339_medium.png
693,0,French-FHD,Discovery Investigation,Discovery Investigation,,
686,0,French-FHD,Drive-in Movie Channel,Drive-in Movie Channel,,
1000,0,French-FHD,E!.ENTERTAINMENT-FHD,E!.ENTERTAINMENT-FHD,E!Entertainment.fr,https://cms123456.com/assets/uploads/files/511a9-etv_pt.png
1010,0,French-FHD,EQUIDIA.LIVE-FHD,EQUIDIA.LIVE-FHD,EquidiaLive.fr,https://cms123456.com/assets/uploads/files/63c78-equidia.png
1029,0,French-FHD,EUROSPORT1-FHD,EUROSPORT1-FHD,EUROSPORT3601.fr,https://cms123456.com/assets/uploads/files/bf453-249_medium.png
1030,0,French-FHD,EUROSPORT2-FHD,EUROSPORT2-FHD,EUROSPORT3602.fr,https://cms123456.com/assets/uploads/files/0b0b4-296_medium.png
668,0,French-FHD,FR- Canal+ Kids,FR- Canal+ Kids,,
672,0,French-FHD,FRANCE 24,FRANCE 24,,
960,0,French-FHD,FRANCE2-FHD,FRANCE2-FHD,France2.fr,https://cms123456.com/assets/uploads/files/c49bb-f0f3e-f2.png
961,0,French-FHD,FRANCE3-FHD,FRANCE3-FHD,,https://cms123456.com/assets/uploads/files/14f54-f3.png
962,0,French-FHD,FRANCE4-FHD,FRANCE4-FHD,France4.fr,https://cms123456.com/assets/uploads/files/5d107-f4.png
963,0,French-FHD,FRANCE5-FHD,FRANCE5-FHD,France5.fr,https://cms123456.com/assets/uploads/files/062b5-f5.png
670,0,French-FHD,FRANCEINFO,FRANCEINFO,,
1011,0,French-FHD,GAME.ONE-FHD,GAME.ONE-FHD,GameOne.fr,https://cms123456.com/assets/uploads/files/1e43d-game_one.png
1028,0,French-FHD,GOLF+-FHD,GOLF+-FHD,GolfPlus.fr,https://cms123456.com/assets/uploads/files/45e7f-canalplus_fr_golf_plus_hd.png
970,0,French-FHD,GULLI-FHD,GULLI-FHD,Gulli.fr,https://cms123456.com/assets/uploads/files/085b4-gulli.png
699,0,French-FHD,Gong,Gong,,
700,0,French-FHD,Gong Max,Gong Max,,
1026,0,French-FHD,HISTOIRE-FHD,HISTOIRE-FHD,Histoire.fr,https://cms123456.com/assets/uploads/files/05338-histoire.png
1027,0,French-FHD,INFOSPORT-FHD,INFOSPORT-FHD,Infosport.fr,https://cms123456.com/assets/uploads/files/9c19f-126_medium.png
973,0,French-FHD,L EQUIPE-FHD,L EQUIPE-FHD,EquipeTV.fr,https://cms123456.com/assets/uploads/files/0593f-equip.png
671,0,French-FHD,LCI,LCI,,
692,0,French-FHD,La Chaîne Météo,La Chaîne Météo,,
701,0,French-FHD,Ludikids,Ludikids,,
697,0,French-FHD,Luxe TV,Luxe TV,,
687,0,French-FHD,M6 Music,M6 Music,,
964,0,French-FHD,M6-FHD,M6-FHD,M6.fr,https://cms123456.com/assets/uploads/files/057e4-m6.png
1044,0,French-FHD,MANGAS-FHD,MANGAS-FHD,Mangas.fr,https://cms123456.com/assets/uploads/files/bac2b-mangas_fr.png
1018,0,French-FHD,MCM-FHD,MCM-FHD,MCM.fr,https://cms123456.com/assets/uploads/files/43431-mcm_fr.png
688,0,French-FHD,MTV France,MTV France,,
690,0,French-FHD,Melody,Melody,,
696,0,French-FHD,Museum,Museum,,
1024,0,French-FHD,NATIONAL.GEO-WILD-FHD,NATIONAL.GEO-WILD-FHD,NatGeoWildHD.fr,https://cms123456.com/assets/uploads/files/5a0ac-324_medium.png
1023,0,French-FHD,NATIONAL.GEOGRAPHIC-FHD,NATIONAL.GEOGRAPHIC-FHD,NationalGeographic.fr,https://cms123456.com/assets/uploads/files/805ec-275_medium.png
1039,0,French-FHD,NICKELODEON-FHD,NICKELODEON-FHD,Nickelodeon.fr,https://cms123456.com/assets/uploads/files/17e31-r.png
1040,0,French-FHD,NICKELODEON.JUNIOR-FHD,NICKELODEON.JUNIOR-FHD,NickJr.fr,https://cms123456.com/assets/uploads/files/e3393-nick-jr.-logo.png
1041,0,French-FHD,NICKELODEON.TEEN-FHD,NICKELODEON.TEEN-FHD,Nick4teens.fr,https://cms123456.com/assets/uploads/files/dd9be-r.png
689,0,French-FHD,NRJ Hits,NRJ Hits,,
1017,0,French-FHD,PARAMOUNT-FHD,PARAMOUNT-FHD,ParamountChannel.fr,https://cms123456.com/assets/uploads/files/bd356-paramount_channel_us.png
1014,0,French-FHD,PARIS-FHD,PARIS-FHD,ParisPremiere.fr,https://cms123456.com/assets/uploads/files/779ec-pp.png
1036,0,French-FHD,PIWI+-FHD,PIWI+-FHD,PIWI.fr,https://cms123456.com/assets/uploads/files/58da2-canalplus_fr_piwi_plus.png
1020,0,French-FHD,PLANETE+-FHD,PLANETE+-FHD,PLANETE.fr,https://cms123456.com/assets/uploads/files/ad583-planete_plus_hd.png
1021,0,French-FHD,PLANETE.AE-FHD,PLANETE.AE-FHD,Planete+AventureExperience.fr,https://cms123456.com/assets/uploads/files/a92f5-planete_plus_action_experience.png
1022,0,French-FHD,PLANETE.CI-FHD,PLANETE.CI-FHD,Planete+CrimeInvestigation.fr,https://cms123456.com/assets/uploads/files/26f44-planet_de.png
989,0,French-FHD,POLAR+-FHD,POLAR+-FHD,PolarPlus.fr,https://cms123456.com/assets/uploads/files/b0a23-vignette-6.png
702,0,French-FHD,Pitchoun TV,Pitchoun TV,,
976,0,French-FHD,RMC.DECOUVERTE-FHD,RMC.DECOUVERTE-FHD,RMCdecouverte.fr,https://cms123456.com/assets/uploads/files/5e9ad-th-rmcd.png
991,0,French-FHD,RMC.SPORT1-FHD,RMC.SPORT1-FHD,RMCSport1.fr,https://cms123456.com/assets/uploads/files/1b8ac-rmc_sport_1_color.png
992,0,French-FHD,RMC.SPORT2-FHD,RMC.SPORT2-FHD,RMCSport2.fr,https://cms123456.com/assets/uploads/files/619b0-rmc_sport_2_color.png
975,0,French-FHD,RMC.STORY-FHD,RMC.STORY-FHD,RMCStory.fr,https://cms123456.com/assets/uploads/files/85789-teles-rmcstory.png
1002,0,French-FHD,RTL9-FHD,RTL9-FHD,RTL9.fr,https://cms123456.com/assets/uploads/files/28bf7-rtl9.png
1008,0,French-FHD,SCIENCES&VIE-FHD,SCIENCES&VIE-FHD,ScienceVie.fr,https://cms123456.com/assets/uploads/files/965ba-sv.png
1019,0,French-FHD,SEASON-FHD,SEASON-FHD,Seasons.fr,https://cms123456.com/assets/uploads/files/68aef-canalplus_fr_seasons.png
1016,0,French-FHD,SERIECLUB-FHD,SERIECLUB-FHD,SerieClub.fr,https://cms123456.com/assets/uploads/files/cb3ff-sc.png
999,0,French-FHD,SYFY-FHD,SYFY-FHD,Syfy.fr,https://cms123456.com/assets/uploads/files/ae94d-syfy-logo-484_0.jpg
981,0,French-FHD,T18-FHD,T18-FHD,CanalplusSeries.fr,https://cms123456.com/assets/uploads/files/8fa39-canal-_series.png
1015,0,French-FHD,TCM.CINEMA-FHD,TCM.CINEMA-FHD,TCM.fr,https://cms123456.com/assets/uploads/files/d96f0-tcm.jpeg
1045,0,French-FHD,TELETOON+-FHD,TELETOON+-FHD,,https://cms123456.com/assets/uploads/files/e8297-canalplus_fr_teletoon_plus.png
1012,0,French-FHD,TEVA-FHD,TEVA-FHD,Teva.fr,https://cms123456.com/assets/uploads/files/a0c94-teva.jpg
669,0,French-FHD,TF1 +1,TF1 +1,,
959,0,French-FHD,TF1-FHD,TF1-FHD,TF1.fr,https://cms123456.com/assets/uploads/files/06d6d-tf1.png
972,0,French-FHD,TF1.SERIES-FILMS-FHD,TF1.SERIES-FILMS-FHD,TF1SeriesFilms.fr,https://cms123456.com/assets/uploads/files/6c78a-tf1sf.png
968,0,French-FHD,TFX-FHD,TFX-FHD,TFX.fr,https://cms123456.com/assets/uploads/files/722c9-tele-tfx.png
1043,0,French-FHD,TIJI-FHD,TIJI-FHD,Tiji.fr,https://cms123456.com/assets/uploads/files/36115-tiji_fr.png
967,0,French-FHD,TMC-FHD,TMC-FHD,TMC.fr,https://cms123456.com/assets/uploads/files/a4b0b-tmc.png
1046,0,French-FHD,TOONAMI-FHD,TOONAMI-FHD,,https://cms123456.com/assets/uploads/files/703b7-toonami.jpg
1005,0,French-FHD,TREK-FHD,TREK-FHD,Trek.fr,https://cms123456.com/assets/uploads/files/db569-trek.png
1013,0,French-FHD,TV.BREIZH-FHD,TV.BREIZH-FHD,TVBreizh.fr,https://cms123456.com/assets/uploads/files/2aa7a-tv_breizh_fr.png
674,0,French-FHD,TV5 Monde,TV5 Monde,,
694,0,French-FHD,Top Santé TV,Top Santé TV,,
691,0,French-FHD,Toute l'Histoire,Toute l'Histoire,,
1025,0,French-FHD,USHUAIA.TV-FHD,USHUAIA.TV-FHD,UshuaiaTV.fr,https://cms123456.com/assets/uploads/files/26dbc-ush.jpg
695,0,French-FHD,Viceland,Viceland,,
966,0,French-FHD,W9-FHD,W9-FHD,W9.fr,https://cms123456.com/assets/uploads/files/c5570-w9.png
1031,0,French-FHD,WARNERTV-FHD,WARNERTV-FHD,Warnertv.fr,https://cms123456.com/assets/uploads/files/e86f9-warner-tv.jpg
673,0,French-FHD,i24 News,i24 News,,
